,Team,Gtm,Date,Opp,Rslt,ERA
0,ARI,1,Apr 7,SDP,"W,4-2",2.00
1,ARI,2,Apr 8,SDP,"L,0-3",2.00
2,ARI,3,Apr 9,SDP,"L,2-5",2.67
3,ARI,4,Apr 10,SDP,"L,5-10",3.75
4,ARI,5,Apr 12,HOU,"L,1-2",3.40
5,ARI,6,Apr 13,HOU,"W,3-2",2.95
6,ARI,7,Apr 15,NYM,"L,3-10",3.86
7,ARI,8,Apr 16,NYM,"W,3-2",3.62
8,ARI,9,Apr 17,NYM,"L,0-5",3.83
9,ARI,10,Apr 19(1),WSN,"L,1-6",3.78
10,ARI,11,Apr 19(2),WSN,"L,0-1",3.56
11,ARI,12,Apr 20,WSN,"W,11-2",3.43
12,ARI,13,Apr 21,WSN,"W,4-3",3.32
13,ARI,14,Apr 22,NYM,"L,5-6",3.41
14,ARI,15,Apr 23,NYM,"W,5-2",3.32
15,ARI,16,Apr 24,NYM,"L,2-6",3.36
16,ARI,17,Apr 25,LAD,"L,0-4",3.40
17,ARI,18,Apr 26,LAD,"W,5-3",3.38
18,ARI,19,Apr 27,LAD,"W,3-1",3.25
19,ARI,20,Apr 28,STL,"L,3-8",3.51
20,ARI,21,Apr 29,STL,"W,6-2",3.44
21,ARI,22,Apr 30,STL,"W,2-0",3.28
22,ARI,May,May,Opp,Rslt,ERA
23,ARI,23,May 1,STL,"L,5-7",3.37
24,ARI,24,May 2,MIA,"W,5-4",3.40
25,ARI,25,May 3,MIA,"W,5-4",3.42
26,ARI,26,May 4,MIA,"W,8-7",3.56
27,ARI,27,May 6,COL,"W,4-1",3.46
28,ARI,28,May 7,COL,"L,1-4",3.45
29,ARI,29,May 8,COL,"W,4-0",3.33
30,ARI,30,May 9,MIA,"W,4-3",3.32
31,ARI,31,May 10,MIA,"W,9-3",3.31
32,ARI,32,May 11,MIA,"L,3-11",3.55
33,ARI,33,May 13,CHC,"W,4-3",3.53
34,ARI,34,May 14,CHC,"L,2-4",3.55
35,ARI,35,May 15,CHC,"L,2-3",3.53
36,ARI,36,May 16,LAD,"L,4-5",3.58
37,ARI,37,May 17(1),LAD,"L,6-7",3.69
38,ARI,38,May 17(2),LAD,"L,3-12",3.90
39,ARI,39,May 18,LAD,"L,3-5",3.94
40,ARI,40,May 19,CHC,"W,3-1",3.86
41,ARI,41,May 20,CHC,"W,10-6",3.91
42,ARI,42,May 21,CHC,"W,7-6",3.93
43,ARI,43,May 22,CHC,"L,4-5",3.97
44,ARI,44,May 23,KCR,"W,9-5",3.97
45,ARI,45,May 24,KCR,"W,8-6",4.01
46,ARI,46,May 26,LAD,"L,1-14",4.23
47,ARI,47,May 27,LAD,"L,4-6",4.25
48,ARI,48,May 28,LAD,"L,2-3",4.22
49,ARI,49,May 29,LAD,"L,1-3",4.20
50,ARI,50,May 30,ATL,"W,6-2",4.15
51,ARI,51,May 31,ATL,"W,8-7",4.18
52,ARI,Jun,Jun,Opp,Rslt,ERA
53,ARI,52,Jun 1,ATL,"L,0-6",4.22
54,ARI,53,Jun 3,PIT,"W,8-6",4.23
55,ARI,54,Jun 4,PIT,"L,1-2",4.20
56,ARI,55,Jun 5,PIT,"L,0-3",4.19
57,ARI,56,Jun 6,CIN,"L,0-7",4.26
58,ARI,57,Jun 7,CIN,"L,8-14",4.42
59,ARI,58,Jun 8,CIN,"W,7-0",4.34
60,ARI,59,Jun 9,CIN,"W,5-4",4.34
61,ARI,60,Jun 10,PHI,"L,5-7",4.36
62,ARI,61,Jun 11,PHI,"L,0-4",4.33
63,ARI,62,Jun 12,PHI,"W,13-1",4.27
64,ARI,63,Jun 13,CIN,"L,4-5",4.28
65,ARI,64,Jun 14,CIN,"L,3-5",4.22
66,ARI,65,Jun 15,CIN,"W,7-4",4.22
67,ARI,66,Jun 17,MIN,"W,7-2",4.19
68,ARI,67,Jun 18,MIN,"L,1-11",4.29
69,ARI,68,Jun 19,MIN,"W,7-1",4.24
70,ARI,69,Jun 20,SDP,"L,1-4",4.24
71,ARI,70,Jun 21,SDP,"L,2-3",4.19
72,ARI,71,Jun 22,SDP,"L,4-10",4.25
73,ARI,72,Jun 24,DET,"L,1-5",4.26
74,ARI,73,Jun 25,DET,"L,3-6",4.27
75,ARI,74,Jun 26,DET,"W,11-7",4.31
76,ARI,75,Jun 28,SDP,"W,7-6",4.33
77,ARI,76,Jun 29,SDP,"L,0-4",4.31
78,ARI,Jul,Jul,Opp,Rslt,ERA
79,ARI,77,Jul 1,COL,"W,9-3",4.28
80,ARI,78,Jul 2,COL,"L,7-11",4.36
81,ARI,79,Jul 3,COL,"L,5-6",4.39
82,ARI,80,Jul 4,SFG,"W,8-3",4.37
83,ARI,81,Jul 5,SFG,"W,6-2",4.33
84,ARI,82,Jul 6,SFG,"L,5-7",4.36
85,ARI,83,Jul 7,COL,"L,3-4",4.36
86,ARI,84,Jul 8,COL,"L,5-6",4.38
87,ARI,85,Jul 9,COL,"W,9-2",4.35
88,ARI,86,Jul 10,COL,"L,2-3",4.30
89,ARI,87,Jul 11,SFG,"W,4-3",4.28
90,ARI,88,Jul 12,SFG,"L,0-13",4.38
91,ARI,89,Jul 13,SFG,"L,3-4",4.38
92,ARI,90,Jul 15,SDP,"L,3-5",4.38
93,ARI,91,Jul 16,SDP,"L,3-4",4.38
94,ARI,92,Jul 17,SDP,"W,3-1",4.34
95,ARI,93,Jul 22,WSN,"W,10-1",4.31
96,ARI,94,Jul 23,WSN,"W,7-2",4.28
97,ARI,95,Jul 24,WSN,"L,3-4",4.27
98,ARI,96,Jul 25,SFG,"W,7-0",4.22
99,ARI,97,Jul 26,SFG,"W,7-3",4.21
100,ARI,98,Jul 27,SFG,"W,5-3",4.19
101,ARI,99,Jul 29,ATL,"L,2-5",4.19
102,ARI,100,Jul 30,ATL,"L,2-6",4.21
103,ARI,101,Jul 31,ATL,"L,0-1",4.18
104,ARI,Aug,Aug,Opp,Rslt,ERA
105,ARI,102,Aug 1,CLE,"L,5-6",4.17
106,ARI,103,Aug 2,CLE,"W,6-3",4.16
107,ARI,104,Aug 3,CLE,"L,4-7",4.19
108,ARI,105,Aug 5,COL,"W,6-5",4.19
109,ARI,106,Aug 6,COL,"L,2-3",4.18
110,ARI,107,Aug 7,COL,"W,6-4",4.18
111,ARI,108,Aug 8,PIT,"W,3-0",4.14
112,ARI,109,Aug 9,PIT,"W,6-4",4.14
113,ARI,110,Aug 10,PIT,"L,4-6",4.16
114,ARI,111,Aug 11,PIT,"W,9-3",4.14
115,ARI,112,Aug 12,COL,"L,3-5",4.16
116,ARI,113,Aug 13,COL,"W,6-0",4.12
117,ARI,114,Aug 14,COL,"W,7-4",4.12
118,ARI,115,Aug 15,SFG,"L,1-6",4.14
119,ARI,116,Aug 16,SFG,"L,1-2",4.12
120,ARI,117,Aug 17,SFG,"W,3-2",4.10
121,ARI,118,Aug 18,SFG,"W,5-0",4.07
122,ARI,119,Aug 19,STL,"L,1-5",4.07
123,ARI,120,Aug 20,STL,"L,7-16",4.16
124,ARI,121,Aug 21,STL,"L,4-6",4.18
125,ARI,122,Aug 23,KCR,"W,7-3",4.17
126,ARI,123,Aug 24,KCR,"L,3-5",4.18
127,ARI,124,Aug 26,CHW,"W,7-2",4.16
128,ARI,125,Aug 27,CHW,"W,10-5",4.17
129,ARI,126,Aug 28,CHW,"W,3-2",4.15
130,ARI,127,Aug 29,PHI,"W,13-7",4.17
131,ARI,128,Aug 30,PHI,"W,12-3",4.16
132,ARI,129,Aug 31,PHI,"L,2-18",4.27
133,ARI,September/October,September/October,Opp,Rslt,ERA
134,ARI,130,Sep 1,MIL,"W,5-0",4.24
135,ARI,131,Sep 2,MIL,"W,2-1",4.21
136,ARI,132,Sep 3,MIL,"L,6-8",4.22
137,ARI,133,Sep 4,MIL,"W,5-1",4.20
138,ARI,134,Sep 5,SDP,"W,5-0",4.17
139,ARI,135,Sep 6,SDP,"L,5-6",4.18
140,ARI,136,Sep 7,SDP,"L,3-6",4.20
141,ARI,137,Sep 9,COL,"L,10-13",4.26
142,ARI,138,Sep 10,COL,"L,1-4",4.27
143,ARI,139,Sep 11,COL,"W,12-6",4.28
144,ARI,140,Sep 12,LAD,"L,0-6",4.29
145,ARI,141,Sep 13,LAD,"L,0-4",4.29
146,ARI,142,Sep 14,LAD,"W,5-3",4.27
147,ARI,143,Sep 15,SDP,"W,4-0",4.24
148,ARI,144,Sep 16,SDP,"L,3-12",4.29
149,ARI,145,Sep 17,SDP,"L,0-2",4.28
150,ARI,146,Sep 18,SDP,"L,1-6",4.28
151,ARI,147,Sep 19,LAD,"L,2-5",4.29
152,ARI,148,Sep 20(1),LAD,"L,5-6",4.29
153,ARI,149,Sep 20(2),LAD,"W,5-2",4.28
154,ARI,150,Sep 21,LAD,"W,6-1",4.25
155,ARI,151,Sep 22,LAD,"L,2-3",4.25
156,ARI,152,Sep 23,SFG,"L,5-6",4.25
157,ARI,153,Sep 24,SFG,"W,5-2",4.24
158,ARI,154,Sep 25,SFG,"L,2-3",4.23
159,ARI,155,Sep 27,HOU,"L,2-10",4.27
160,ARI,156,Sep 28,HOU,"W,5-2",4.25
161,ARI,157,Sep 30,SFG,"L,4-10",4.29
162,ARI,158,Oct 1,SFG,"W,8-4",4.29
163,ARI,159,Oct 2,SFG,"L,3-4",4.28
164,ARI,160,Oct 3,MIL,"L,5-6",4.27
165,ARI,161,Oct 4,MIL,"L,0-3",4.27
166,ARI,162,Oct 5,MIL,"W,4-2",4.25
0,ATL,1,Apr 7,CIN,"L,3-6",6.00
1,ATL,2,Apr 8,CIN,"W,7-6",6.00
2,ATL,3,Apr 9,CIN,"W,2-1",4.33
3,ATL,4,Apr 10,CIN,"L,3-6",4.75
4,ATL,5,Apr 11,WSN,"L,2-11",6.00
5,ATL,6,Apr 12,WSN,"W,16-4",5.67
6,ATL,7,Apr 13,WSN,"L,1-3",5.14
7,ATL,8,Apr 14,SDP,"L,1-12",5.58
8,ATL,9,Apr 15,SDP,"W,5-2",5.17
9,ATL,10,Apr 16,SDP,"W,5-2",4.85
10,ATL,11,Apr 17,SDP,"L,1-2",4.64
11,ATL,12,Apr 18,LAD,"L,4-7",4.89
12,ATL,13,Apr 19,LAD,"W,3-1",4.58
13,ATL,14,Apr 20,LAD,"L,1-5",4.65
14,ATL,15,Apr 22,MIA,"W,3-0",4.33
15,ATL,16,Apr 23,MIA,"L,7-9",4.56
16,ATL,17,Apr 24,MIA,"L,4-5",4.59
17,ATL,18,Apr 26,CHC,"W,3-1",4.39
18,ATL,19,Apr 27,CHC,"L,3-6",4.39
19,ATL,20,Apr 28,CHC,"W,5-1",4.22
20,ATL,21,Apr 29,TEX,"W,6-3",4.16
21,ATL,22,Apr 30,TEX,"L,1-3",4.13
22,ATL,May,May,Opp,Rslt,ERA
23,ATL,23,May 1,TEX,"L,3-7",4.28
24,ATL,24,May 2,NYM,"W,5-2",4.18
25,ATL,25,May 3(1),NYM,"L,4-5",4.19
26,ATL,26,May 3(2),NYM,"L,0-3",4.16
27,ATL,27,May 4,NYM,"W,9-2",4.08
28,ATL,28,May 6,MIL,"L,3-6",4.11
29,ATL,29,May 7,MIL,"W,3-2",4.04
30,ATL,30,May 8,MIL,"W,9-2",3.97
31,ATL,31,May 10,BOS,"L,4-9",4.14
32,ATL,32,May 11,BOS,"W,5-3",4.10
33,ATL,33,May 13,SDP,"L,6-11",4.31
34,ATL,34,May 14,SDP,"W,6-5",4.21
35,ATL,35,May 15,SDP,"L,3-7",4.09
36,ATL,36,May 16,MIL,"L,0-1",4.02
37,ATL,37,May 17,MIL,"W,3-0",3.91
38,ATL,38,May 18,MIL,"L,6-7",3.93
39,ATL,39,May 20,MIA,"W,5-3",3.90
40,ATL,40,May 21,MIA,"W,4-3",3.85
41,ATL,41,May 22,MIA,"L,3-4",3.87
42,ATL,42,May 23,PHI,"L,3-7",3.94
43,ATL,43,May 24,PHI,"W,6-5",3.97
44,ATL,44,May 25,PHI,"W,8-4",3.97
45,ATL,45,May 26,PHI,"L,1-4",3.97
46,ATL,46,May 27,MIA,"W,6-4",3.97
47,ATL,47,May 28,MIA,"L,1-4",3.97
48,ATL,48,May 29,MIA,"W,6-3",3.95
49,ATL,49,May 30,ARI,"L,2-6",3.94
50,ATL,50,May 31,ARI,"L,7-8",3.98
51,ATL,Jun,Jun,Opp,Rslt,ERA
52,ATL,51,Jun 1,ARI,"W,6-0",3.90
53,ATL,52,Jun 2,COL,"W,13-6",3.94
54,ATL,53,Jun 3,COL,"W,3-1",3.86
55,ATL,54,Jun 4,COL,"W,6-2",3.79
56,ATL,55,Jun 5,COL,"W,8-7",3.85
57,ATL,56,Jun 7,OAK,"W,3-2",3.81
58,ATL,57,Jun 8,OAK,"W,13-2",3.78
59,ATL,58,Jun 9,PIT,"W,3-1",3.73
60,ATL,59,Jun 10,PIT,"W,4-2",3.70
61,ATL,60,Jun 11,PIT,"W,10-4",3.71
62,ATL,61,Jun 12,PIT,"W,5-3",3.70
63,ATL,62,Jun 13,WSN,"W,9-5",3.72
64,ATL,63,Jun 14,WSN,"W,10-4",3.72
65,ATL,64,Jun 15,WSN,"W,8-2",3.70
66,ATL,65,Jun 17,CHC,"L,0-1",3.66
67,ATL,66,Jun 18,CHC,"L,3-6",3.70
68,ATL,67,Jun 19,CHC,"W,6-0",3.65
69,ATL,68,Jun 20,SFG,"W,2-1",3.61
70,ATL,69,Jun 21,SFG,"L,10-12",3.73
71,ATL,70,Jun 22,SFG,"W,4-3",3.72
72,ATL,71,Jun 23,SFG,"W,7-6",3.75
73,ATL,72,Jun 24,LAD,"L,1-4",3.76
74,ATL,73,Jun 25,LAD,"W,5-3",3.74
75,ATL,74,Jun 26,LAD,"L,3-5",3.72
76,ATL,75,Jun 28,PHI,"W,5-3",3.71
77,ATL,76,Jun 29,PHI,"W,4-1",3.68
78,ATL,77,Jun 30,PHI,"L,4-14",3.82
79,ATL,Jul,Jul,Opp,Rslt,ERA
80,ATL,78,Jul 1,CIN,"W,9-1",3.78
81,ATL,79,Jul 2,CIN,"W,4-1",3.75
82,ATL,80,Jul 3,CIN,"L,3-4",3.75
83,ATL,81,Jul 4,STL,"W,6-3",3.73
84,ATL,82,Jul 5,STL,"W,7-1",3.70
85,ATL,83,Jul 6,STL,"W,3-0",3.65
86,ATL,84,Jul 7,STL,"L,2-3",3.61
87,ATL,85,Jul 8,WSN,"W,12-2",3.59
88,ATL,86,Jul 9,WSN,"W,4-3",3.59
89,ATL,87,Jul 10,WSN,"W,4-3",3.57
90,ATL,88,Jul 11,NYM,"L,1-4",3.57
91,ATL,89,Jul 12,NYM,"W,4-1",3.54
92,ATL,90,Jul 13,NYM,"L,3-7",3.57
93,ATL,91,Jul 14,WSN,"W,5-4",3.57
94,ATL,92,Jul 15,WSN,"W,8-4",3.58
95,ATL,93,Jul 16,WSN,"W,6-3",3.57
96,ATL,94,Jul 17,WSN,"L,3-7",3.61
97,ATL,95,Jul 22,LAA,"W,8-1",3.59
98,ATL,96,Jul 23,LAA,"W,7-2",3.57
99,ATL,97,Jul 24,LAA,"L,1-9",3.62
100,ATL,98,Jul 25,PHI,"L,4-6",3.64
101,ATL,99,Jul 26,PHI,"W,6-3",3.64
102,ATL,100,Jul 27,PHI,"L,2-7",3.66
103,ATL,101,Jul 29,ARI,"W,5-2",3.65
104,ATL,102,Jul 30,ARI,"W,6-2",3.63
105,ATL,103,Jul 31,ARI,"W,1-0",3.60
106,ATL,Aug,Aug,Opp,Rslt,ERA
107,ATL,104,Aug 2,PHI,"W,13-1",3.57
108,ATL,105,Aug 3,PHI,"L,1-3",3.57
109,ATL,106,Aug 4,NYM,"L,4-6",3.59
110,ATL,107,Aug 5,NYM,"W,9-6",3.62
111,ATL,108,Aug 6(1),NYM,"L,5-8",3.65
112,ATL,109,Aug 6(2),NYM,"L,2-6",3.66
113,ATL,110,Aug 7,NYM,"L,2-5",3.67
114,ATL,111,Aug 9,BOS,"W,9-7",3.69
115,ATL,112,Aug 10,BOS,"W,8-4",3.69
116,ATL,113,Aug 12,MIA,"W,4-3",3.68
117,ATL,114,Aug 13(1),MIA,"W,5-2",3.67
118,ATL,115,Aug 13(2),MIA,"W,6-2",3.65
119,ATL,116,Aug 14,MIA,"W,3-1",3.63
120,ATL,117,Aug 15,NYM,"W,13-1",3.61
121,ATL,118,Aug 16,NYM,"W,5-0",3.58
122,ATL,119,Aug 17,NYM,"L,7-9",3.62
123,ATL,120,Aug 18,NYM,"W,3-2",3.61
124,ATL,121,Aug 19,HOU,"W,6-2",3.60
125,ATL,122,Aug 20,HOU,"W,5-4",3.58
126,ATL,123,Aug 21,HOU,"L,4-5",3.58
127,ATL,124,Aug 22,PIT,"W,2-1",3.56
128,ATL,125,Aug 23,PIT,"W,6-1",3.54
129,ATL,126,Aug 24,PIT,"W,14-2",3.53
130,ATL,127,Aug 26,STL,"W,11-4",3.53
131,ATL,128,Aug 27,STL,"L,5-6",3.55
132,ATL,129,Aug 28,STL,"L,3-6",3.55
133,ATL,130,Aug 30,COL,"L,2-3",3.54
134,ATL,131,Aug 31,COL,"W,3-2",3.53
135,ATL,September/October,September/October,Opp,Rslt,ERA
136,ATL,132,Sep 1,COL,"W,3-0",3.50
137,ATL,133,Sep 2,MIA,"W,8-1",3.48
138,ATL,134,Sep 3,MIA,"W,2-1",3.46
139,ATL,135,Sep 4,MIA,"W,7-1",3.44
140,ATL,136,Sep 6,OAK,"W,10-9",3.49
141,ATL,137,Sep 7,OAK,"W,7-3",3.48
142,ATL,138,Sep 9,SEA,"W,6-4",3.49
143,ATL,139,Sep 10,SEA,"L,1-3",3.49
144,ATL,140,Sep 11,SEA,"L,7-8",3.52
145,ATL,141,Sep 12,SFG,"L,2-3",3.51
146,ATL,142,Sep 13,SFG,"W,5-1",3.49
147,ATL,143,Sep 14,SFG,"L,1-4",3.50
148,ATL,144,Sep 16,PHI,"W,7-2",3.49
149,ATL,145,Sep 17,PHI,"W,4-3",3.49
150,ATL,146,Sep 18,PHI,"W,5-2",3.47
151,ATL,147,Sep 19,WSN,"W,5-2",3.46
152,ATL,148,Sep 20,WSN,"W,3-2",3.45
153,ATL,149,Sep 21,WSN,"L,2-3",3.45
154,ATL,150,Sep 22,PHI,"L,0-1",3.44
155,ATL,151,Sep 23,PHI,"L,1-9",3.48
156,ATL,152,Sep 24,PHI,"W,6-3",3.47
157,ATL,153,Sep 25,PHI,"W,8-7",3.48
158,ATL,154,Sep 26,WSN,"W,8-0",3.46
159,ATL,155,Sep 27,WSN,"W,8-2",3.45
160,ATL,156,Sep 28,WSN,"L,2-3",3.43
161,ATL,157,Sep 30,NYM,"W,5-2",3.42
162,ATL,158,Oct 1,NYM,"W,4-2",3.41
163,ATL,159,Oct 2,NYM,"W,5-3",3.41
164,ATL,160,Oct 3,MIA,"L,0-4",3.42
165,ATL,161,Oct 4,MIA,"W,2-1",3.40
166,ATL,162,Oct 5,MIA,"L,9-12",3.46
0,BAL,1,Apr 8,TBR,"L,1-2",2.25
1,BAL,2,Apr 9,TBR,"L,3-5",3.94
2,BAL,3,Apr 10,TBR,"L,0-8",5.62
3,BAL,4,Apr 11,MIL,"W,2-0",4.09
4,BAL,5,Apr 12,MIL,"L,4-5",3.64
5,BAL,6,Apr 13,MIL,"L,2-4",3.71
6,BAL,7,Apr 15,NYY,"W,2-1",3.19
7,BAL,8,Apr 16,NYY,"L,2-5",3.42
8,BAL,9,Apr 17,NYY,"W,5-0",3.04
9,BAL,10,Apr 18,OAK,"L,1-5",2.86
10,BAL,11,Apr 19,OAK,"L,1-2",2.81
11,BAL,12,Apr 20,OAK,"W,1-0",2.57
12,BAL,13,Apr 21,OAK,"L,4-6",2.87
13,BAL,14,Apr 22,LAA,"W,5-3",2.80
14,BAL,15,Apr 23,LAA,"W,5-4",2.89
15,BAL,16,Apr 24,LAA,"L,6-7",3.17
16,BAL,17,Apr 26,NYY,"L,8-12",3.73
17,BAL,18,Apr 27,NYY,"L,2-5",3.83
18,BAL,19,Apr 28,NYY,"L,5-10",4.03
19,BAL,20,Apr 29,BOS,"L,1-3",3.92
20,BAL,21,Apr 30,BOS,"W,2-1",3.76
21,BAL,May,May,Opp,Rslt,ERA
22,BAL,22,May 1,BOS,"W,9-5",3.82
23,BAL,23,May 2,MIN,"L,1-2",3.73
24,BAL,24,May 3,MIN,"L,2-7",3.88
25,BAL,25,May 4,MIN,"W,9-4",3.88
26,BAL,26,May 5,MIN,"W,5-3",3.85
27,BAL,27,May 8(1),KCR,"L,4-6",3.78
28,BAL,28,May 8(2),KCR,"W,4-2",3.71
29,BAL,29,May 9,KCR,"W,6-1",3.61
30,BAL,30,May 10,STL,"W,5-3",3.59
31,BAL,31,May 11,STL,"L,1-10",3.82
32,BAL,32,May 12,STL,"W,3-2",3.76
33,BAL,33,May 13,DET,"L,2-4",3.78
34,BAL,34,May 14,DET,"L,0-3",3.74
35,BAL,35,May 15,DET,"L,1-5",3.79
36,BAL,36,May 16,NYY,"L,2-6",3.85
37,BAL,37,May 17,NYY,"L,4-5",3.86
38,BAL,38,May 18,NYY,"L,2-3",3.81
39,BAL,39,May 19,NYY,"W,9-6",3.86
40,BAL,40,May 20,TBR,"W,8-6",3.82
41,BAL,41,May 21,TBR,"L,1-6",3.88
42,BAL,42,May 22,TBR,"W,7-6",3.88
43,BAL,43,May 23,NYY,"W,6-4",3.86
44,BAL,44,May 24,NYY,"L,6-7",3.90
45,BAL,45,May 25,NYY,"L,0-2",3.87
46,BAL,46,May 27,BOS,"W,12-8",3.96
47,BAL,47,May 28(1),BOS,"L,3-5",3.99
48,BAL,48,May 28(2),BOS,"W,4-2",3.93
49,BAL,49,May 29,BOS,"L,2-12",4.10
50,BAL,50,May 30,BOS,"W,10-0",4.02
51,BAL,51,May 31,SEA,"L,0-10",4.12
52,BAL,Jun,Jun,Opp,Rslt,ERA
53,BAL,52,Jun 1,SEA,"W,9-2",4.08
54,BAL,53,Jun 2,SEA,"L,6-7",4.09
55,BAL,54,Jun 3,CLE,"L,3-6",4.12
56,BAL,55,Jun 4,CLE,"W,5-4",4.12
57,BAL,56,Jun 5,CLE,"L,2-3",4.10
58,BAL,57,Jun 7,CHC,"W,9-3",4.08
59,BAL,58,Jun 9,KCR,"L,5-7",4.12
60,BAL,59,Jun 10,KCR,"L,1-8",4.20
61,BAL,60,Jun 11,KCR,"W,6-4",4.19
62,BAL,61,Jun 12,KCR,"W,10-7",4.22
63,BAL,62,Jun 13,TOR,"L,1-11",4.34
64,BAL,63,Jun 14,TOR,"W,6-5",4.35
65,BAL,64,Jun 15,TOR,"L,6-7",4.38
66,BAL,65,Jun 16,TOR,"W,10-2",4.34
67,BAL,66,Jun 17,TBR,"W,1-0",4.27
68,BAL,67,Jun 18,TBR,"L,6-7",4.32
69,BAL,68,Jun 19,TBR,"W,2-1",4.27
70,BAL,69,Jun 21,WSN,"L,0-3",4.25
71,BAL,70,Jun 22,WSN,"W,7-0",4.21
72,BAL,71,Jun 23,CHW,"W,4-0",4.15
73,BAL,72,Jun 24,CHW,"W,4-1",4.10
74,BAL,73,Jun 25,CHW,"W,6-2",4.06
75,BAL,74,Jun 26,CHW,"L,3-4",4.06
76,BAL,75,Jun 27,SEA,"W,9-2",4.04
77,BAL,76,Jun 28,SEA,"L,0-2",3.99
78,BAL,77,Jun 29,SEA,"L,3-9",4.03
79,BAL,Jul,Jul,Opp,Rslt,ERA
80,BAL,78,Jul 1,MIN,"L,2-3",4.03
81,BAL,79,Jul 2,MIN,"L,3-4",4.03
82,BAL,80,Jul 3,MIN,"W,3-1",3.99
83,BAL,81,Jul 4,TEX,"W,7-6",4.01
84,BAL,82,Jul 5,TEX,"W,10-9",4.07
85,BAL,83,Jul 6,TEX,"W,2-1",4.03
86,BAL,84,Jul 7,LAA,"W,4-1",3.99
87,BAL,85,Jul 8,LAA,"W,5-4",3.99
88,BAL,86,Jul 9,LAA,"W,1-0",3.95
89,BAL,87,Jul 10,LAA,"W,9-5",3.96
90,BAL,88,Jul 12,CHC,"W,4-2",3.93
91,BAL,89,Jul 13,CHC,"W,7-1",3.90
92,BAL,90,Jul 15,TBR,"L,4-5",3.92
93,BAL,91,Jul 16,TBR,"W,6-4",3.90
94,BAL,92,Jul 17,TBR,"L,5-7",3.94
95,BAL,93,Jul 22,NYY,"L,6-7",3.97
96,BAL,94,Jul 23,NYY,"W,6-3",3.96
97,BAL,95,Jul 24,NYY,"L,0-6",3.98
98,BAL,96,Jul 25,TBR,"W,5-1",3.95
99,BAL,97,Jul 26,TBR,"W,5-3",3.94
100,BAL,98,Jul 27,TBR,"L,4-6",3.95
101,BAL,99,Jul 28,TBR,"W,3-0",3.91
102,BAL,100,Jul 29,CIN,"W,6-2",3.89
103,BAL,101,Jul 30,CIN,"L,2-8",3.93
104,BAL,102,Jul 31,CIN,"L,2-3",3.93
105,BAL,Aug,Aug,Opp,Rslt,ERA
106,BAL,103,Aug 1,TEX,"W,7-2",3.91
107,BAL,104,Aug 2,TEX,"W,8-2",3.89
108,BAL,105,Aug 3,TEX,"W,6-3",3.88
109,BAL,106,Aug 5,PIT,"W,1-0",3.84
110,BAL,107,Aug 6,PIT,"W,6-3",3.84
111,BAL,108,Aug 7,PIT,"L,1-8",3.88
112,BAL,109,Aug 8,TOR,"W,7-4",3.88
113,BAL,110,Aug 9,TOR,"W,6-5",3.89
114,BAL,111,Aug 11,BOS,"L,3-4",3.89
115,BAL,112,Aug 12,TBR,"W,10-3",3.88
116,BAL,113,Aug 13,TBR,"L,2-8",3.93
117,BAL,114,Aug 14,TBR,"L,1-4",3.93
118,BAL,115,Aug 15,TOR,"W,7-3",3.92
119,BAL,116,Aug 16,TOR,"W,4-2",3.90
120,BAL,117,Aug 17,TOR,"L,1-6",3.93
121,BAL,118,Aug 18,CHC,"L,2-3",3.92
122,BAL,119,Aug 19,BOS,"W,15-10",3.93
123,BAL,120,Aug 20,BOS,"L,3-4",3.93
124,BAL,121,Aug 21,BOS,"W,5-3",3.92
125,BAL,122,Aug 23,CHW,"W,5-3",3.91
126,BAL,123,Aug 24,CHW,"L,3-5",3.92
127,BAL,124,Aug 25,CHW,"W,4-3",3.90
128,BAL,125,Aug 26,HOU,"W,2-0",3.87
129,BAL,126,Aug 27,HOU,"W,3-1",3.84
130,BAL,127,Aug 28,HOU,"L,1-3",3.84
131,BAL,128,Aug 30,CLE,"L,1-5",3.85
132,BAL,129,Aug 31,CLE,"W,4-0",3.82
133,BAL,September/October,September/October,Opp,Rslt,ERA
134,BAL,130,Sep 1,CLE,"W,3-0",3.79
135,BAL,131,Sep 2,OAK,"W,5-2",3.78
136,BAL,132,Sep 3,OAK,"W,8-1",3.76
137,BAL,133,Sep 4,OAK,"L,0-5",3.77
138,BAL,134,Sep 5(1),TOR,"L,3-7",3.79
139,BAL,135,Sep 5(2),TOR,"L,4-8",3.82
140,BAL,136,Sep 6,TOR,"W,9-6",3.84
141,BAL,137,Sep 7,TOR,"L,1-4",3.83
142,BAL,138,Sep 9,BOS,"W,3-2",3.82
143,BAL,139,Sep 10,BOS,"L,4-17",3.92
144,BAL,140,Sep 11,BOS,"L,0-1",3.90
145,BAL,141,Sep 13,WSN,"W,4-3",3.89
146,BAL,142,Sep 14,WSN,"W,6-2",3.88
147,BAL,143,Sep 16,TOR,"L,3-6",3.89
148,BAL,144,Sep 17,TOR,"L,3-6",3.89
149,BAL,145,Sep 18,TOR,"W,5-4",3.89
150,BAL,146,Sep 19,DET,"L,0-11",3.94
151,BAL,147,Sep 20,DET,"L,2-3",3.93
152,BAL,148,Sep 21,DET,"W,8-1",3.91
153,BAL,149,Sep 22,HOU,"W,2-0",3.89
154,BAL,150,Sep 23,HOU,"W,6-0",3.86
