,Team,Gtm,Date,Opp,Rslt,ERA
20,SEA,21,Apr 30,MIA,"L,1-3",3.28
21,SEA,May,May,Opp,Rslt,ERA
22,SEA,22,May 1,MIA,"W,7-3",3.26
23,SEA,23,May 2,HOU,"L,0-3",3.27
24,SEA,24,May 3,HOU,"L,0-4",3.32
25,SEA,25,May 4,HOU,"L,2-7",3.48
26,SEA,26,May 5,TBR,"L,3-4",3.50
27,SEA,27,May 6,TBR,"L,7-8",3.64
28,SEA,28,May 7,TBR,"L,2-8",3.76
29,SEA,29,May 8,TBR,"W,2-1",3.65
30,SEA,30,May 9,PHI,"L,0-9",3.83
31,SEA,31,May 10,PHI,"W,5-4",3.84
32,SEA,32,May 11,PHI,"L,2-4",3.84
33,SEA,33,May 13,NYM,"W,2-1",3.76
34,SEA,34,May 14,NYM,"L,4-5",3.74
35,SEA,35,May 15,NYM,"W,8-7",3.84
36,SEA,36,May 16,TOR,"L,2-6",3.91
37,SEA,37,May 17,TOR,"L,0-3",3.90
38,SEA,38,May 18,TOR,"W,5-1",3.82
39,SEA,39,May 19,BOS,"L,6-12",4.05
40,SEA,40,May 20,BOS,"L,3-7",4.14
41,SEA,41,May 21,BOS,"L,5-6",4.20
42,SEA,42,May 22,BOS,"L,4-8",4.26
43,SEA,43,May 23,OAK,"W,7-6",4.30
44,SEA,44,May 24,OAK,"L,5-7",4.36
45,SEA,45,May 25,OAK,"L,2-4",4.35
46,SEA,46,May 27,HOU,"W,6-1",4.28
47,SEA,47,May 28,HOU,"W,6-0",4.19
48,SEA,48,May 29,HOU,"L,1-2",4.14
49,SEA,49,May 31,BAL,"W,10-0",4.05
50,SEA,Jun,Jun,Opp,Rslt,ERA
51,SEA,50,Jun 1,BAL,"L,2-9",4.16
52,SEA,51,Jun 2,BAL,"W,7-6",4.19
53,SEA,52,Jun 3,TEX,"W,4-3",4.15
54,SEA,53,Jun 4,TEX,"L,2-3",4.13
55,SEA,54,Jun 5,TEX,"W,6-5",4.14
56,SEA,55,Jun 6,HOU,"W,7-4",4.12
57,SEA,56,Jun 7,HOU,"L,1-4",4.13
58,SEA,57,Jun 8,HOU,"W,6-3",4.11
59,SEA,58,Jun 10,BOS,"L,3-4",4.10
60,SEA,59,Jun 11,BOS,"W,7-6",4.10
61,SEA,60,Jun 12,BOS,"L,0-2",4.07
62,SEA,61,Jun 13,MIN,"L,2-3",4.05
63,SEA,62,Jun 14,MIN,"W,5-0",3.98
64,SEA,63,Jun 15,MIN,"L,0-5",4.00
65,SEA,64,Jun 16,LAA,"L,1-4",4.00
66,SEA,65,Jun 17,LAA,"W,8-1",3.95
67,SEA,66,Jun 18(1),LAA,"L,2-4",3.93
68,SEA,67,Jun 18(2),LAA,"L,0-3",3.92
69,SEA,68,Jun 19,LAA,"L,0-4",3.90
70,SEA,69,Jun 21,OAK,"W,8-2",3.87
71,SEA,70,Jun 22,OAK,"W,9-0",3.82
72,SEA,71,Jun 23,OAK,"W,2-1",3.78
73,SEA,72,Jun 24,LAA,"W,4-3",3.77
74,SEA,73,Jun 25,LAA,"W,5-3",3.76
75,SEA,74,Jun 26,LAA,"L,1-2",3.74
76,SEA,75,Jun 27,BAL,"L,2-9",3.81
77,SEA,76,Jun 28,BAL,"W,2-0",3.76
78,SEA,77,Jun 29,BAL,"W,9-3",3.75
79,SEA,78,Jun 30,OAK,"W,8-6",3.78
80,SEA,Jul,Jul,Opp,Rslt,ERA
81,SEA,79,Jul 1,OAK,"L,1-3",3.77
82,SEA,80,Jul 2,OAK,"W,2-1",3.73
83,SEA,81,Jul 3,OAK,"W,2-1",3.70
84,SEA,82,Jul 4,SDP,"W,8-2",3.68
85,SEA,83,Jul 5,SDP,"W,6-2",3.64
86,SEA,84,Jul 7,TOR,"W,8-3",3.62
87,SEA,85,Jul 8,TOR,"W,5-2",3.59
88,SEA,86,Jul 9,TOR,"W,2-1",3.56
89,SEA,87,Jul 10,TOR,"W,6-5",3.58
90,SEA,88,Jul 13(1),WSN,"W,6-4",3.59
91,SEA,89,Jul 13(2),WSN,"W,2-1",3.56
92,SEA,90,Jul 14,TEX,"W,6-5",3.57
93,SEA,91,Jul 15,TEX,"W,8-3",3.57
94,SEA,92,Jul 16,TEX,"W,3-2",3.54
95,SEA,93,Jul 17,TEX,"W,6-2",3.53
96,SEA,94,Jul 22,HOU,"L,2-5",3.54
97,SEA,95,Jul 23,HOU,"L,1-3",3.54
98,SEA,96,Jul 24,HOU,"L,5-8",3.58
99,SEA,97,Jul 25,TEX,"W,4-3",3.58
100,SEA,98,Jul 26,TEX,"W,5-4",3.58
101,SEA,99,Jul 27,TEX,"W,4-2",3.57
102,SEA,100,Jul 28,HOU,"L,2-4",3.58
103,SEA,101,Jul 29,HOU,"L,1-11",3.65
104,SEA,102,Jul 30,HOU,"W,5-4",3.66
105,SEA,103,Jul 31,HOU,"L,2-3",3.64
106,SEA,Aug,Aug,Opp,Rslt,ERA
107,SEA,104,Aug 1,NYY,"L,2-7",3.68
108,SEA,105,Aug 2,NYY,"W,8-6",3.70
109,SEA,106,Aug 3,NYY,"W,7-3",3.69
110,SEA,107,Aug 5,LAA,"L,3-4",3.68
111,SEA,108,Aug 6(1),LAA,"W,2-1",3.66
112,SEA,109,Aug 6(2),LAA,"L,1-7",3.68
113,SEA,110,Aug 7,LAA,"W,6-3",3.67
114,SEA,111,Aug 8,NYY,"L,4-9",3.72
115,SEA,112,Aug 9,NYY,"W,1-0",3.67
116,SEA,113,Aug 10,NYY,"W,4-3",3.67
117,SEA,114,Aug 12,TEX,"W,6-2",3.65
118,SEA,115,Aug 13,TEX,"L,4-7",3.68
119,SEA,116,Aug 14,TEX,"L,3-5",3.69
120,SEA,117,Aug 15,LAA,"W,6-2",3.68
121,SEA,118,Aug 16,LAA,"W,8-2",3.66
122,SEA,119,Aug 17,LAA,"W,11-7",3.69
123,SEA,120,Aug 19,OAK,"W,10-2",3.67
124,SEA,121,Aug 20,OAK,"L,3-4",3.65
125,SEA,122,Aug 21,OAK,"L,3-5",3.67
126,SEA,123,Aug 23,WSN,"W,4-2",3.65
127,SEA,124,Aug 24,WSN,"L,1-3",3.65
128,SEA,125,Aug 25,CLE,"W,3-1",3.63
129,SEA,126,Aug 26,CLE,"W,3-2",3.61
130,SEA,127,Aug 27,CLE,"L,3-4",3.61
131,SEA,128,Aug 28,CLE,"W,4-0",3.58
132,SEA,129,Aug 30,DET,"W,9-3",3.58
133,SEA,130,Aug 31,DET,"W,5-3",3.57
134,SEA,September/October,September/October,Opp,Rslt,ERA
135,SEA,131,Sep 1,DET,"W,7-0",3.55
136,SEA,132,Sep 2,CLE,"W,6-1",3.53
137,SEA,133,Sep 3,CLE,"W,4-0",3.50
138,SEA,134,Sep 4,CLE,"W,6-3",3.49
139,SEA,135,Sep 5,CHW,"L,2-3",3.49
140,SEA,136,Sep 6,CHW,"W,3-0",3.46
141,SEA,137,Sep 7,CHW,"L,6-9",3.46
142,SEA,138,Sep 9,ATL,"L,4-6",3.48
143,SEA,139,Sep 10,ATL,"W,3-1",3.45
144,SEA,140,Sep 11,ATL,"W,8-7",3.48
145,SEA,141,Sep 13,SDP,"L,0-2",3.46
146,SEA,142,Sep 14,SDP,"W,6-1",3.44
147,SEA,143,Sep 16,LAA,"L,7-8",3.48
148,SEA,144,Sep 17,LAA,"L,1-2",3.47
149,SEA,145,Sep 18,LAA,"L,1-5",3.48
150,SEA,146,Sep 19,LAA,"W,9-1",3.46
151,SEA,147,Sep 20,OAK,"L,1-4",3.47
152,SEA,148,Sep 21,OAK,"L,1-2",3.46
153,SEA,149,Sep 22,OAK,"W,9-5",3.47
154,SEA,150,Sep 23,KCR,"L,1-5",3.48
155,SEA,151,Sep 24,KCR,"W,6-5",3.49
156,SEA,152,Sep 25,KCR,"L,12-13",3.56
157,SEA,153,Sep 27,TEX,"L,0-5",3.57
158,SEA,154,Sep 28,TEX,"W,3-1",3.55
159,SEA,155,Sep 29,TEX,"W,10-9",3.57
160,SEA,156,Sep 30,OAK,"W,2-1",3.55
161,SEA,157,Oct 1,OAK,"W,5-1",3.53
162,SEA,158,Oct 2,OAK,"L,3-10",3.57
163,SEA,159,Oct 3,DET,"L,3-4",3.57
164,SEA,160,Oct 4(1),DET,"W,7-6",3.58
165,SEA,161,Oct 4(2),DET,"W,9-6",3.59
166,SEA,162,Oct 5,DET,"W,5-4",3.59
0,STL,1,Apr 7,PIT,"W,9-0",0.00
1,STL,2,Apr 9,PIT,"W,6-2",1.00
2,STL,3,Apr 10,PIT,"L,4-9",3.67
3,STL,4,Apr 12,KCR,"W,6-5",4.00
4,STL,5,Apr 14,MIL,"L,1-5",4.30
5,STL,6,Apr 15,MIL,"W,10-1",3.74
6,STL,7,Apr 16,MIL,"W,2-1",3.34
7,STL,8,Apr 17,MIL,"L,5-6",3.60
8,STL,9,Apr 19,MIA,"W,5-1",3.30
9,STL,10,Apr 20,MIA,"W,2-0",2.97
10,STL,11,Apr 21,MIA,"L,0-5",3.09
11,STL,12,Apr 22,CIN,"W,4-2",3.00
12,STL,13,Apr 23,CIN,"W,5-0",2.76
13,STL,14,Apr 24,CIN,"L,1-4",2.88
14,STL,15,Apr 25,NYM,"L,2-5",3.02
15,STL,16,Apr 26,NYM,"L,0-3",3.02
16,STL,17,Apr 27,NYM,"W,10-5",3.14
17,STL,18,Apr 28,ARI,"W,8-3",3.13
18,STL,19,Apr 29,ARI,"L,2-6",3.29
19,STL,20,Apr 30,ARI,"L,0-2",3.22
20,STL,May,May,Opp,Rslt,ERA
21,STL,21,May 1,ARI,"W,7-5",3.31
22,STL,22,May 2,KCR,"W,1-0",3.15
23,STL,23,May 3,KCR,"L,1-7",3.34
24,STL,24,May 4,KCR,"W,10-0",3.20
25,STL,25,May 5,SFG,"W,7-1",3.11
26,STL,26,May 6,SFG,"W,3-2",3.07
27,STL,27,May 7,SFG,"L,7-13",3.42
28,STL,28,May 8,SFG,"L,3-4",3.45
29,STL,29,May 10,BAL,"L,3-5",3.51
30,STL,30,May 11,BAL,"W,10-1",3.42
31,STL,31,May 12,BAL,"L,2-3",3.41
32,STL,32,May 13,SFG,"L,2-8",3.56
33,STL,33,May 14,SFG,"W,4-0",3.44
34,STL,34,May 15,SFG,"W,15-6",3.52
35,STL,35,May 17(1),NYM,"L,1-3",3.49
36,STL,36,May 17(2),NYM,"W,4-3",3.45
37,STL,37,May 18,NYM,"L,4-11",3.67
38,STL,38,May 19,NYM,"L,6-7",3.73
39,STL,39,May 20,PIT,"W,5-3",3.68
40,STL,40,May 21,PIT,"W,5-4",3.69
41,STL,41,May 22,PIT,"W,18-4",3.70
42,STL,42,May 23,TOR,"W,7-3",3.67
43,STL,43,May 24,TOR,"L,1-8",3.78
44,STL,44,May 26,MIL,"L,3-4",3.76
45,STL,45,May 27,MIL,"W,4-2",3.72
46,STL,46,May 28,MIL,"W,8-3",3.70
47,STL,47,May 29,MIL,"L,0-8",3.80
48,STL,48,May 30,SDP,"W,6-3",3.78
49,STL,49,May 31,SDP,"W,3-2",3.73
50,STL,Jun,Jun,Opp,Rslt,ERA
51,STL,50,Jun 1,SDP,"W,5-2",3.70
52,STL,51,Jun 2,CHC,"L,5-7",3.77
53,STL,52,Jun 3,CHC,"W,14-5",3.80
54,STL,53,Jun 4(1),CHC,"L,1-6",3.85
55,STL,54,Jun 4(2),CHC,"W,7-4",3.82
56,STL,55,Jun 5,CHC,"W,5-3",3.79
57,STL,56,Jun 7,TBR,"L,2-4",3.77
58,STL,57,Jun 8,TBR,"L,3-11",3.91
59,STL,58,Jun 9,TBR,"L,1-2",3.88
60,STL,59,Jun 10,CIN,"W,2-0",3.82
61,STL,60,Jun 11,CIN,"W,5-4",3.82
62,STL,61,Jun 12,CIN,"L,6-7",3.87
63,STL,62,Jun 13,PIT,"W,7-5",3.89
64,STL,63,Jun 14(1),PIT,"W,3-1",3.84
65,STL,64,Jun 14(2),PIT,"W,9-1",3.78
66,STL,65,Jun 15,PIT,"L,4-6",3.80
67,STL,66,Jun 17,BOS,"L,5-6",3.84
68,STL,67,Jun 18,BOS,"W,11-2",3.81
69,STL,68,Jun 19,BOS,"L,4-6",3.85
70,STL,69,Jun 20,MIL,"L,0-2",3.83
71,STL,70,Jun 21,MIL,"W,6-2",3.81
72,STL,71,Jun 22,MIL,"W,5-4",3.81
73,STL,72,Jun 23,MIL,"L,4-6",3.85
74,STL,73,Jun 24,CHC,"L,0-3",3.83
75,STL,74,Jun 25,CHC,"W,5-3",3.82
76,STL,75,Jun 26,CHC,"L,5-6",3.83
77,STL,76,Jun 27,MIA,"W,9-0",3.78
78,STL,77,Jun 28,MIA,"W,5-3",3.77
79,STL,78,Jun 29,MIA,"L,3-4",3.77
80,STL,Jul,Jul,Opp,Rslt,ERA
81,STL,79,Jul 1,PHI,"L,3-5",3.77
82,STL,80,Jul 2,PHI,"W,7-6",3.80
83,STL,81,Jul 3,PHI,"L,0-4",3.81
84,STL,82,Jul 4,ATL,"L,3-6",3.84
85,STL,83,Jul 5,ATL,"L,1-7",3.88
86,STL,84,Jul 6,ATL,"L,0-3",3.88
87,STL,85,Jul 7,ATL,"W,3-2",3.83
88,STL,86,Jul 8,PHI,"L,0-2",3.81
89,STL,87,Jul 9,PHI,"L,0-1",3.78
90,STL,88,Jul 10,PHI,"W,4-3",3.77
91,STL,89,Jul 11,PHI,"W,6-1",3.74
92,STL,90,Jul 12,LAD,"W,7-6",3.75
93,STL,91,Jul 13,LAD,"L,6-7",3.79
94,STL,92,Jul 14,LAD,"L,0-4",3.79
95,STL,93,Jul 15,CIN,"W,7-3",3.78
96,STL,94,Jul 16,CIN,"W,11-3",3.75
97,STL,95,Jul 22,CIN,"L,5-9",3.81
98,STL,96,Jul 23,CIN,"W,6-3",3.80
99,STL,97,Jul 24,CIN,"L,3-6",3.83
100,STL,98,Jul 26,TOR,"L,3-10",3.90
101,STL,99,Jul 27,TOR,"W,6-1",3.87
102,STL,100,Jul 29,WSN,"W,6-2",3.85
103,STL,101,Jul 30,WSN,"L,6-7",3.89
104,STL,102,Jul 31,WSN,"W,5-0",3.85
105,STL,Aug,Aug,Opp,Rslt,ERA
106,STL,103,Aug 2,CHC,"W,6-0",3.81
107,STL,104,Aug 4(1),CHC,"W,4-3",3.80
108,STL,105,Aug 4(2),CHC,"W,7-2",3.78
109,STL,106,Aug 5,NYY,"W,4-3",3.78
110,STL,107,Aug 6,NYY,"W,1-0",3.74
111,STL,108,Aug 7,NYY,"W,12-9",3.79
112,STL,109,Aug 9,COL,"L,5-16",3.91
113,STL,110,Aug 10,COL,"W,9-5",3.91
114,STL,111,Aug 11,COL,"L,6-8",3.95
115,STL,112,Aug 12,MIL,"W,3-1",3.92
116,STL,113,Aug 13,MIL,"L,2-3",3.90
117,STL,114,Aug 14,MIL,"W,6-3",3.89
118,STL,115,Aug 16,COL,"W,5-4",3.90
119,STL,116,Aug 17,COL,"W,5-1",3.87
120,STL,117,Aug 18,COL,"W,13-0",3.84
121,STL,118,Aug 19,ARI,"W,5-1",3.81
122,STL,119,Aug 20,ARI,"W,16-7",3.84
123,STL,120,Aug 21,ARI,"W,6-4",3.82
124,STL,121,Aug 22,CHC,"W,1-0",3.79
125,STL,122,Aug 23(1),CHC,"L,0-2",3.78
126,STL,123,Aug 23(2),CHC,"W,13-3",3.77
127,STL,124,Aug 24,CHC,"L,1-7",3.79
128,STL,125,Aug 25,CHC,"W,8-3",3.78
129,STL,126,Aug 26,ATL,"L,4-11",3.82
130,STL,127,Aug 27,ATL,"W,6-5",3.83
131,STL,128,Aug 28,ATL,"W,6-3",3.83
132,STL,129,Aug 29,CIN,"W,13-4",3.83
133,STL,130,Aug 30,CIN,"L,1-5",3.84
134,STL,131,Aug 31,CIN,"W,5-3",3.81
135,STL,September/October,September/October,Opp,Rslt,ERA
136,STL,132,Sep 2,CHC,"W,8-0",3.78
137,STL,133,Sep 3,CHC,"W,8-4",3.78
138,STL,134,Sep 4,CHC,"W,2-0",3.76
139,STL,135,Sep 5,WSN,"L,0-6",3.77
140,STL,136,Sep 6,WSN,"W,4-1",3.75
141,STL,137,Sep 7,WSN,"W,6-5",3.76
142,STL,138,Sep 8,WSN,"L,6-11",3.81
143,STL,139,Sep 9,PIT,"L,2-8",3.85
144,STL,140,Sep 10,PIT,"W,7-5",3.86
145,STL,141,Sep 11,PIT,"W,4-3",3.85
146,STL,142,Sep 13,MIL,"L,4-8",3.87
147,STL,143,Sep 14,MIL,"W,4-1",3.84
148,STL,144,Sep 15,CIN,"L,2-3",3.84
149,STL,145,Sep 16,CIN,"W,6-5",3.85
150,STL,146,Sep 17(1),CIN,"W,5-1",3.82
151,STL,147,Sep 17(2),CIN,"W,1-0",3.79
152,STL,148,Sep 18,CIN,"L,0-3",3.78
153,STL,149,Sep 20,SDP,"L,0-5",3.79
154,STL,150,Sep 21,SDP,"L,0-1",3.77
155,STL,151,Sep 22,SDP,"W,5-4",3.77
156,STL,152,Sep 23,LAD,"W,11-0",3.75
157,STL,153,Sep 24,LAD,"L,2-6",3.77
158,STL,154,Sep 25,LAD,"L,1-4",3.77
159,STL,155,Sep 27,MIL,"W,6-2",3.76
160,STL,156,Sep 28,MIL,"L,1-5",3.77
161,STL,157,Sep 30,PIT,"W,2-1",3.75
162,STL,158,Oct 1,PIT,"W,13-3",3.75
163,STL,159,Oct 2,PIT,"L,5-7",3.77
164,STL,160,Oct 3,PIT,"L,2-3",3.76
165,STL,161,Oct 4,PIT,"W,8-7",3.78
166,STL,162,Oct 5,PIT,"L,3-5",3.79
0,TBR,1,Apr 8,BAL,"W,2-1",1.00
1,TBR,2,Apr 9,BAL,"W,5-3",2.00
2,TBR,3,Apr 10,BAL,"W,8-0",1.33
3,TBR,4,Apr 11,OAK,"L,2-13",3.75
4,TBR,5,Apr 12,OAK,"W,9-8",4.11
5,TBR,6,Apr 13,OAK,"L,2-4",4.09
6,TBR,7,Apr 14,OAK,"L,3-6",4.08
7,TBR,8,Apr 15,CHW,"L,2-3",4.00
8,TBR,9,Apr 16,CHW,"L,2-3",3.83
9,TBR,10,Apr 17,CHW,"W,9-3",3.64
10,TBR,11,Apr 18,CHC,"L,2-4",3.62
11,TBR,12,Apr 19,CHC,"W,6-5",3.74
12,TBR,13,Apr 20,CHC,"W,8-2",3.73
13,TBR,14,Apr 22,BOS,"L,3-4",3.75
14,TBR,15,Apr 23,BOS,"W,3-2",3.53
15,TBR,16,Apr 24,BOS,"W,5-2",3.43
16,TBR,17,Apr 26,SEA,"L,4-8",3.28
17,TBR,18,Apr 27,SEA,"W,3-2",3.21
18,TBR,19,Apr 28,SEA,"W,2-1",3.09
19,TBR,20,Apr 29,MIN,"W,6-1",2.98
20,TBR,21,Apr 30,MIN,"L,1-9",3.18
21,TBR,May,May,Opp,Rslt,ERA
22,TBR,22,May 1,MIN,"L,3-9",3.40
23,TBR,23,May 2,OAK,"W,6-1",3.30
24,TBR,24,May 3,OAK,"W,10-7",3.40
25,TBR,25,May 4,OAK,"W,3-0",3.26
26,TBR,26,May 5,SEA,"W,4-3",3.25
27,TBR,27,May 6,SEA,"W,8-7",3.39
28,TBR,28,May 7,SEA,"W,8-2",3.34
29,TBR,29,May 8,SEA,"L,1-2",3.25
30,TBR,30,May 9,LAA,"L,3-11",3.53
31,TBR,31,May 10,LAA,"L,0-12",3.82
32,TBR,32,May 11,LAA,"W,4-2",3.75
33,TBR,33,May 13,TOR,"W,5-2",3.69
34,TBR,34,May 14,TOR,"L,1-5",3.73
35,TBR,35,May 15,TOR,"W,3-0",3.63
36,TBR,36,May 16,DET,"L,2-3",3.61
37,TBR,37,May 17,DET,"W,8-1",3.54
38,TBR,38,May 18,DET,"W,6-1",3.47
39,TBR,39,May 20,BAL,"L,6-8",3.42
40,TBR,40,May 21,BAL,"W,6-1",3.36
41,TBR,41,May 22,BAL,"L,6-7",3.39
42,TBR,42,May 24,MIA,"W,4-0",3.31
43,TBR,43,May 25,MIA,"W,5-4",3.30
44,TBR,44,May 26,NYY,"L,2-7",3.34
45,TBR,45,May 27,NYY,"L,0-2",3.31
46,TBR,46,May 28,NYY,"W,3-1",3.26
47,TBR,47,May 29,NYY,"W,4-2",3.23
48,TBR,48,May 30,TEX,"L,5-9",3.36
49,TBR,49,May 31,TEX,"L,0-3",3.36
50,TBR,Jun,Jun,Opp,Rslt,ERA
51,TBR,50,Jun 1,TEX,"W,4-3",3.32
52,TBR,51,Jun 2,TEX,"W,3-1",3.27
53,TBR,52,Jun 3,CHW,"W,6-3",3.27
54,TBR,53,Jun 4,CHW,"L,2-3",3.26
55,TBR,54,Jun 5,CHW,"L,5-6",3.31
56,TBR,55,Jun 7,STL,"W,4-2",3.27
57,TBR,56,Jun 8,STL,"W,11-3",3.26
58,TBR,57,Jun 9,STL,"W,2-1",3.20
59,TBR,58,Jun 10,MIN,"L,4-9",3.26
60,TBR,59,Jun 11,MIN,"L,5-6",3.31
61,TBR,60,Jun 12,MIN,"W,6-0",3.26
62,TBR,61,Jun 14,NYY,"L,0-2",3.21
63,TBR,62,Jun 15,NYY,"L,3-4",3.18
64,TBR,63,Jun 16,NYY,"L,1-2",3.16
65,TBR,64,Jun 17,BAL,"L,0-1",3.13
66,TBR,65,Jun 18,BAL,"W,7-6",3.16
67,TBR,66,Jun 19,BAL,"L,1-2",3.15
68,TBR,67,Jun 20,NYY,"L,2-4",3.15
69,TBR,68,Jun 21,NYY,"W,5-4",3.16
70,TBR,69,Jun 22,NYY,"L,4-5",3.17
71,TBR,70,Jun 24,PIT,"W,4-3",3.17
72,TBR,71,Jun 25,PIT,"W,6-5",3.19
73,TBR,72,Jun 26,PIT,"W,4-2",3.18
74,TBR,73,Jun 28,MIL,"L,3-5",3.20
75,TBR,74,Jun 29,MIL,"L,3-5",3.23
76,TBR,75,Jun 30,TOR,"L,1-4",3.24
77,TBR,Jul,Jul,Opp,Rslt,ERA
78,TBR,76,Jul 1,TOR,"L,2-9",3.32
79,TBR,77,Jul 2(1),TOR,"W,6-2",3.30
80,TBR,78,Jul 2(2),TOR,"W,11-5",3.31
81,TBR,79,Jul 3,TOR,"W,7-3",3.31
82,TBR,80,Jul 4,BOS,"L,0-4",3.31
83,TBR,81,Jul 5,BOS,"W,8-4",3.32
84,TBR,82,Jul 6,BOS,"W,7-1",3.29
85,TBR,83,Jul 8,CIN,"L,1-2",3.26
86,TBR,84,Jul 9,CIN,"L,4-5",3.27
87,TBR,85,Jul 10,CIN,"L,5-10",3.35
88,TBR,86,Jul 11,BOS,"W,10-5",3.37
89,TBR,87,Jul 12,BOS,"W,3-2",3.36
90,TBR,88,Jul 13,BOS,"W,4-1",3.33
91,TBR,89,Jul 14,BOS,"W,5-4",3.34
92,TBR,90,Jul 15,BAL,"W,5-4",3.35
93,TBR,91,Jul 16,BAL,"L,4-6",3.36
94,TBR,92,Jul 17,BAL,"W,7-5",3.37
95,TBR,93,Jul 22,KCR,"W,7-3",3.37
96,TBR,94,Jul 23,KCR,"L,3-6",3.40
97,TBR,95,Jul 24,KCR,"L,2-4",3.40
98,TBR,96,Jul 25,BAL,"L,1-5",3.41
99,TBR,97,Jul 26,BAL,"L,3-5",3.43
100,TBR,98,Jul 27,BAL,"W,6-4",3.42
101,TBR,99,Jul 28,BAL,"L,0-3",3.42
102,TBR,100,Jul 29,CLE,"L,1-4",3.43
103,TBR,101,Jul 30,CLE,"W,6-4",3.44
104,TBR,102,Jul 31,CLE,"L,3-5",3.45
105,TBR,Aug,Aug,Opp,Rslt,ERA
106,TBR,103,Aug 2,TOR,"L,1-3",3.45
107,TBR,104,Aug 3,TOR,"W,3-2",3.43
108,TBR,105,Aug 4,DET,"W,6-2",3.40
109,TBR,106,Aug 5,DET,"W,5-3",3.40
110,TBR,107,Aug 6,DET,"L,1-9",3.45
111,TBR,108,Aug 7,DET,"W,7-0",3.42
112,TBR,109,Aug 9,MIL,"L,3-5",3.43
113,TBR,110,Aug 10,MIL,"L,3-4",3.42
114,TBR,111,Aug 12,BAL,"L,3-10",3.48
115,TBR,112,Aug 13,BAL,"W,8-2",3.47
116,TBR,113,Aug 14,BAL,"W,4-1",3.45
117,TBR,114,Aug 15,NYY,"W,4-0",3.42
118,TBR,115,Aug 16,NYY,"W,3-1",3.40
119,TBR,116,Aug 17,NYY,"L,7-8",3.43
120,TBR,117,Aug 18,KCR,"W,7-1",3.41
121,TBR,118,Aug 19,KCR,"L,2-3",3.39
122,TBR,119,Aug 20,KCR,"W,5-2",3.38
123,TBR,120,Aug 21,KCR,"W,3-2",3.35
124,TBR,121,Aug 22,LAA,"W,2-1",3.33
125,TBR,122,Aug 23,LAA,"W,11-1",3.31
126,TBR,123,Aug 24,LAA,"W,4-3",3.29
127,TBR,124,Aug 25,LAA,"W,8-3",3.29
128,TBR,125,Aug 26,BOS,"L,8-9",3.33
129,TBR,126,Aug 27,BOS,"L,1-5",3.35
130,TBR,127,Aug 28,BOS,"W,12-4",3.36
131,TBR,128,Aug 30,MIA,"W,7-2",3.35
132,TBR,129,Aug 31,MIA,"W,2-1",3.32
133,TBR,September/October,September/October,Opp,Rslt,ERA
134,TBR,130,Sep 2,NYY,"W,9-0",3.30
135,TBR,131,Sep 3,NYY,"W,2-1",3.28
136,TBR,132,Sep 4,NYY,"L,1-2",3.27
137,TBR,133,Sep 5,BOS,"W,4-3",3.27
138,TBR,134,Sep 6,BOS,"W,8-4",3.27
139,TBR,135,Sep 7,BOS,"W,1-0",3.25
140,TBR,136,Sep 9,NYY,"W,4-2",3.24
141,TBR,137,Sep 10,NYY,"L,3-10",3.29
142,TBR,138,Sep 11,NYY,"L,4-10",3.34
143,TBR,139,Sep 12,TOR,"L,2-3",3.35
144,TBR,140,Sep 13(1),TOR,"W,4-2",3.34
145,TBR,141,Sep 13(2),TOR,"L,2-7",3.36
146,TBR,142,Sep 14,TOR,"L,1-5",3.38
147,TBR,143,Sep 15,TOR,"W,11-0",3.35
148,TBR,144,Sep 16,TEX,"L,3-4",3.36
149,TBR,145,Sep 17,TEX,"W,5-1",3.34
150,TBR,146,Sep 18,TEX,"W,5-3",3.33
151,TBR,147,Sep 19,HOU,"L,0-4",3.34
152,TBR,148,Sep 20,HOU,"L,0-5",3.35
153,TBR,149,Sep 21,HOU,"L,2-5",3.36
154,TBR,150,Sep 22,TOR,"W,10-5",3.37
155,TBR,151,Sep 23,TOR,"W,10-6",3.38
156,TBR,152,Sep 24,TOR,"L,1-3",3.38
157,TBR,153,Sep 25,TOR,"L,1-7",3.40
158,TBR,154,Sep 27,CLE,"W,6-5",3.40
159,TBR,155,Sep 28,CLE,"L,1-2",3.39
160,TBR,156,Sep 29,CLE,"L,1-2",3.38
161,TBR,157,Sep 30,HOU,"W,7-3",3.38
162,TBR,158,Oct 1,HOU,"L,1-2",3.37
163,TBR,159,Oct 2,HOU,"L,1-3",3.36
164,TBR,160,Oct 3,BOS,"L,3-4",3.37
165,TBR,161,Oct 4,BOS,"L,0-6",3.39
166,TBR,162,Oct 5,BOS,"L,3-6",3.41
0,TOR,1,Apr 8,TEX,"W,10-8",8.00
1,TOR,2,Apr 9,TEX,"W,4-3",5.50
2,TOR,3,Apr 10,TEX,"L,6-12",7.67
3,TOR,4,Apr 11,NYY,"W,3-0",5.75
4,TOR,5,Apr 12,NYY,"L,0-4",5.32
5,TOR,6,Apr 13,NYY,"W,6-4",5.09
6,TOR,7,Apr 14,NYY,"L,0-3",4.87
7,TOR,8,Apr 15,OAK,"W,4-1",4.37
8,TOR,9,Apr 16,OAK,"L,5-7",4.67
9,TOR,10,Apr 17,OAK,"W,4-3",4.50
10,TOR,11,Apr 19,BOS,"L,1-2",4.22
11,TOR,12,Apr 20,BOS,"W,6-1",3.94
12,TOR,13,Apr 21,BOS,"W,3-2",3.79
