,Team,Gtm,Date,Opp,Rslt,HR,RBI
27,OAK,27,May 7,MIN,"L,0-1",0,0
28,OAK,28,May 8,MIN,"L,3-4",0,3
29,OAK,29,May 9,DET,"W,2-0",1,2
30,OAK,30,May 10 (1),DET,"L,0-6",0,0
31,OAK,31,May 10 (2),DET,"W,4-1",0,4
32,OAK,32,May 11,DET,"W,9-0",0,9
33,OAK,33,May 12,DET,"W,5-3",1,5
34,OAK,34,May 13,LAA,"L,0-2",0,0
35,OAK,35,May 14 (1),LAA,"W,4-3",1,4
36,OAK,36,May 14 (2),LAA,"L,1-9",0,0
37,OAK,37,May 15,LAA,"L,1-4",0,1
38,OAK,38,May 16,MIN,"L,1-3",0,1
39,OAK,39,May 17,MIN,"W,5-2",1,5
40,OAK,40,May 18,MIN,"L,4-14",0,4
41,OAK,41,May 20,LAA,"W,4-2",2,4
42,OAK,42,May 21,LAA,"L,3-5",0,2
43,OAK,43,May 22,LAA,"L,1-4",0,1
44,OAK,44,May 23,SEA,"L,6-7",1,6
45,OAK,45,May 24,SEA,"W,7-5",2,6
46,OAK,46,May 25,SEA,"W,4-2",2,4
47,OAK,47,May 26,TEX,"L,1-4",0,0
48,OAK,48,May 27,TEX,"L,5-8",2,4
49,OAK,49,May 28,TEX,"L,4-11",1,4
50,OAK,50,May 29,TEX,"W,6-5",0,4
51,OAK,51,May 30,HOU,"L,1-5",0,1
52,OAK,52,May 31,HOU,"L,1-3",0,1
53,OAK,Jun,Jun,Opp,Rslt,HR,RBI
54,OAK,53,Jun 1,HOU,"L,4-5",1,4
55,OAK,54,Jun 3,BOS,"L,2-7",0,2
56,OAK,55,Jun 4,BOS,"L,0-8",0,0
57,OAK,56,Jun 5,BOS,"L,2-5",0,2
58,OAK,57,Jun 7,ATL,"L,2-3",0,2
59,OAK,58,Jun 8,ATL,"L,2-13",0,1
60,OAK,59,Jun 9,CLE,"L,4-8",1,4
61,OAK,60,Jun 10,CLE,"L,2-3",2,2
62,OAK,61,Jun 11,CLE,"W,10-5",4,10
63,OAK,62,Jun 12,CLE,"L,3-6",3,3
64,OAK,63,Jun 14,BOS,"L,1-6",1,1
65,OAK,64,Jun 15,BOS,"L,1-10",1,1
66,OAK,65,Jun 16,BOS,"W,4-3",0,3
67,OAK,66,Jun 17,KCR,"L,1-5",0,0
68,OAK,67,Jun 18,KCR,"L,0-2",0,0
69,OAK,68,Jun 19,KCR,"W,4-0",2,4
70,OAK,69,Jun 21,SEA,"L,2-8",1,2
71,OAK,70,Jun 22,SEA,"L,0-9",0,0
72,OAK,71,Jun 23,SEA,"L,1-2",0,1
73,OAK,72,Jun 24,KCR,"L,1-3",0,1
74,OAK,73,Jun 25,KCR,"W,9-7",1,8
75,OAK,74,Jun 26,KCR,"W,5-3",1,5
76,OAK,75,Jun 27,NYY,"L,5-9",0,5
77,OAK,76,Jun 28,NYY,"L,1-2",0,1
78,OAK,77,Jun 29,NYY,"L,3-5",0,3
79,OAK,78,Jun 30,SEA,"L,6-8",3,6
80,OAK,Jul,Jul,Opp,Rslt,HR,RBI
81,OAK,79,Jul 1,SEA,"W,3-1",1,3
82,OAK,80,Jul 2,SEA,"L,1-2",0,1
83,OAK,81,Jul 3,SEA,"L,1-2",1,1
84,OAK,82,Jul 4,TOR,"W,5-1",2,5
85,OAK,83,Jul 5,TOR,"W,5-3",1,4
86,OAK,84,Jul 6,TOR,"L,1-2",1,1
87,OAK,85,Jul 8,HOU,"L,3-8",1,3
88,OAK,86,Jul 9,HOU,"W,3-2",0,1
89,OAK,87,Jul 10,HOU,"L,1-6",1,1
90,OAK,88,Jul 11,TEX,"L,8-10",3,8
91,OAK,89,Jul 12,TEX,"W,14-7",1,13
92,OAK,90,Jul 13,TEX,"L,2-5",2,2
93,OAK,91,Jul 15,HOU,"W,5-1",1,5
94,OAK,92,Jul 16,HOU,"L,0-5",0,0
95,OAK,93,Jul 17,HOU,"W,4-3",1,4
96,OAK,94,Jul 21 (1),DET,"L,2-7",1,2
97,OAK,95,Jul 21 (2),DET,"W,5-0",1,5
98,OAK,96,Jul 22,TEX,"W,5-4",2,5
99,OAK,97,Jul 23,TEX,"W,3-1",0,2
100,OAK,98,Jul 24,TEX,"L,8-11",4,8
101,OAK,99,Jul 25,HOU,"W,7-5",2,7
102,OAK,100,Jul 26,HOU,"W,5-3",1,5
103,OAK,101,Jul 27,HOU,"W,4-2",2,4
104,OAK,102,Jul 29,CHW,"W,7-3",4,7
105,OAK,103,Jul 30,CHW,"L,2-3",2,2
106,OAK,104,Jul 31,CHW,"L,1-4",1,1
107,OAK,Aug,Aug,Opp,Rslt,HR,RBI
108,OAK,105,Aug 2,LAA,"L,1-3",0,1
109,OAK,106,Aug 3,LAA,"W,3-1",1,3
110,OAK,107,Aug 4,LAA,"W,8-7",2,8
111,OAK,108,Aug 6,SFG,"L,3-7",1,3
112,OAK,109,Aug 7,SFG,"L,4-6",1,4
113,OAK,110,Aug 8,LAA,"L,0-1",0,0
114,OAK,111,Aug 9,LAA,"L,1-5",1,1
115,OAK,112,Aug 10,LAA,"L,4-5",0,4
116,OAK,113,Aug 12,HOU,"L,5-7",0,4
117,OAK,114,Aug 13,HOU,"L,0-8",0,0
118,OAK,115,Aug 14,HOU,"L,3-6",1,3
119,OAK,116,Aug 15,TEX,"L,1-2",1,1
120,OAK,117,Aug 16,TEX,"W,5-1",2,5
121,OAK,118,Aug 17,TEX,"W,7-2",3,7
122,OAK,119,Aug 18,TEX,"L,3-10",1,2
123,OAK,120,Aug 19,SEA,"L,2-10",0,2
124,OAK,121,Aug 20,SEA,"W,4-3",0,4
125,OAK,122,Aug 21,SEA,"W,5-3",0,5
126,OAK,123,Aug 22,MIA,"L,0-3",0,0
127,OAK,124,Aug 23,MIA,"L,3-5",0,3
128,OAK,125,Aug 24,MIA,"W,3-2",0,3
129,OAK,126,Aug 25,NYY,"L,4-13",1,4
130,OAK,127,Aug 26,NYY,"L,2-3",1,2
131,OAK,128,Aug 27,NYY,"W,3-2",1,2
132,OAK,129,Aug 28,NYY,"W,4-1",0,4
133,OAK,130,Aug 30,WSN,"W,10-6",2,10
134,OAK,131,Aug 31,WSN,"L,1-5",1,1
135,OAK,September/October,September/October,Opp,Rslt,HR,RBI
136,OAK,132,Sep 1,WSN,"L,5-7",1,5
137,OAK,133,Sep 2,BAL,"L,2-5",0,2
138,OAK,134,Sep 3,BAL,"L,1-8",0,1
139,OAK,135,Sep 4,BAL,"W,5-0",2,5
140,OAK,136,Sep 6,ATL,"L,9-10",3,9
141,OAK,137,Sep 7,ATL,"L,3-7",1,3
142,OAK,138,Sep 8,CHW,"L,2-14",0,2
143,OAK,139,Sep 9,CHW,"L,3-5",0,3
144,OAK,140,Sep 10,CHW,"L,2-10",0,1
145,OAK,141,Sep 11,CHW,"W,10-3",2,10
146,OAK,142,Sep 13,TEX,"L,7-8",1,7
147,OAK,143,Sep 14,TEX,"W,8-7",3,7
148,OAK,144,Sep 15,HOU,"L,2-5",0,2
149,OAK,145,Sep 16,HOU,"L,0-5",0,0
150,OAK,146,Sep 17,HOU,"W,8-5",2,8
151,OAK,147,Sep 18,HOU,"L,2-11",0,2
152,OAK,148,Sep 20,SEA,"W,4-1",1,4
153,OAK,149,Sep 21,SEA,"W,2-1",0,1
154,OAK,150,Sep 22,SEA,"L,5-9",0,5
155,OAK,151,Sep 23,NYM,"L,2-9",1,2
156,OAK,152,Sep 24,NYM,"W,10-4",2,10
157,OAK,153,Sep 25,NYM,"L,4-13",2,4
158,OAK,154,Sep 27,LAA,"L,3-4",0,3
159,OAK,155,Sep 28,LAA,"L,1-4",0,1
160,OAK,156,Sep 29,LAA,"L,2-4",0,1
161,OAK,157,Sep 30,SEA,"L,1-2",1,1
162,OAK,158,Oct 1,SEA,"L,1-5",0,1
163,OAK,159,Oct 2,SEA,"W,10-3",4,10
164,OAK,160,Oct 3,LAA,"W,5-4",0,5
165,OAK,161,Oct 4,LAA,"W,2-1",0,2
166,OAK,162,Oct 5,LAA,"W,3-2",1,3
0,PHI,1,Apr 8,OAK,"W,9-5",1,9
1,PHI,2,Apr 9,OAK,"W,4-2",3,4
2,PHI,3,Apr 10,OAK,"L,1-4",1,1
3,PHI,4,Apr 11,NYM,"W,5-4",1,5
4,PHI,5,Apr 12,NYM,"L,0-2",0,0
5,PHI,6,Apr 13,NYM,"L,6-9",1,6
6,PHI,7,Apr 14,MIA,"L,3-4",0,3
7,PHI,8,Apr 15,MIA,"L,1-7",1,1
8,PHI,9,Apr 16,MIA,"W,10-3",0,9
9,PHI,10,Apr 17,MIA,"L,3-11",2,3
10,PHI,11,Apr 18,COL,"L,1-4",0,1
11,PHI,12,Apr 19,COL,"L,5-6",1,5
12,PHI,13,Apr 20,COL,"W,9-6",4,9
13,PHI,14,Apr 22,MIL,"W,4-2",0,4
14,PHI,15,Apr 23,MIL,"L,3-5",0,3
15,PHI,16,Apr 24,MIL,"L,0-1",0,0
16,PHI,17,Apr 25,COL,"W,8-2",1,6
17,PHI,18,Apr 26,COL,"W,10-3",1,8
18,PHI,19,Apr 27,COL,"W,7-3",1,7
19,PHI,20,Apr 28,COL,"W,7-1",1,7
20,PHI,21,Apr 29,NYM,"L,0-3",0,0
21,PHI,22,Apr 30,NYM,"W,4-1",2,4
22,PHI,May,May,Opp,Rslt,HR,RBI
23,PHI,23,May 1,NYM,"L,6-10",4,6
24,PHI,24,May 3,TEX,"L,4-6",1,4
25,PHI,25,May 4,TEX,"L,1-2",0,1
26,PHI,26,May 5,NYM,"L,7-8",2,7
27,PHI,27,May 8 (1),NYM,"W,3-2",1,3
28,PHI,28,May 8 (2),NYM,"L,1-6",1,1
29,PHI,29,May 9,SEA,"W,9-0",2,9
30,PHI,30,May 10,SEA,"L,4-5",3,3
31,PHI,31,May 11,SEA,"W,4-2",1,4
32,PHI,32,May 12,LAD,"W,9-7",2,8
33,PHI,33,May 13,LAD,"W,12-10",2,11
34,PHI,34,May 14,LAD,"W,8-3",4,8
35,PHI,35,May 15,LAD,"L,4-5",0,3
36,PHI,36,May 17,SDP,"L,0-3",0,0
37,PHI,37,May 18,SDP,"W,3-0",1,3
38,PHI,38,May 19,SDP,"L,0-2",0,0
39,PHI,39,May 20,LAD,"L,1-4",0,1
40,PHI,40,May 21,LAD,"L,4-7",2,4
41,PHI,41,May 22,LAD,"W,4-3",1,2
42,PHI,42,May 23,ATL,"W,7-3",0,7
43,PHI,43,May 24,ATL,"L,5-6",1,5
44,PHI,44,May 25,ATL,"L,4-8",1,4
45,PHI,45,May 26,ATL,"W,4-1",1,4
46,PHI,46,May 27,NYM,"L,6-8",1,6
47,PHI,47,May 28,NYM,"L,2-8",0,2
48,PHI,48,May 29,NYM,"L,4-5",1,3
49,PHI,49,May 30,SFG,"L,4-5",3,4
50,PHI,50,May 31,SFG,"L,4-7",0,3
51,PHI,Jun,Jun,Opp,Rslt,HR,RBI
52,PHI,51,Jun 1,SFG,"W,6-5",2,6
53,PHI,52,Jun 3,LAA,"W,10-0",5,10
54,PHI,53,Jun 4,LAA,"W,7-2",0,7
55,PHI,54,Jun 5,LAA,"W,9-7",2,9
56,PHI,55,Jun 7,MIL,"W,3-2",2,3
57,PHI,56,Jun 8,MIL,"W,10-0",4,10
58,PHI,57,Jun 9,MIL,"W,8-3",3,8
59,PHI,58,Jun 10,ARI,"W,7-5",3,6
60,PHI,59,Jun 11,ARI,"W,4-0",1,4
61,PHI,60,Jun 12,ARI,"L,1-13",0,1
62,PHI,61,Jun 13,MIA,"W,3-2",0,3
63,PHI,62,Jun 14,MIA,"L,9-11",2,9
64,PHI,63,Jun 15,MIA,"W,3-1",1,3
65,PHI,64,Jun 16,WSN,"W,10-1",3,9
66,PHI,65,Jun 17 (1),WSN,"W,5-3",0,4
67,PHI,66,Jun 17 (2),WSN,"W,8-7",2,7
68,PHI,67,Jun 18,WSN,"W,2-1",1,2
69,PHI,68,Jun 19,WSN,"L,3-9",0,2
70,PHI,69,Jun 21,TEX,"L,0-7",0,0
71,PHI,70,Jun 22,TEX,"L,2-4",1,2
72,PHI,71,Jun 23,SDP,"W,6-2",2,6
73,PHI,72,Jun 24,SDP,"L,0-1",0,0
74,PHI,73,Jun 25,SDP,"W,4-2",1,4
75,PHI,74,Jun 26,SDP,"W,8-5",1,7
76,PHI,75,Jun 28,ATL,"L,3-5",1,3
77,PHI,76,Jun 29,ATL,"L,1-4",1,1
78,PHI,77,Jun 30,ATL,"W,14-4",5,14
79,PHI,Jul,Jul,Opp,Rslt,HR,RBI
80,PHI,78,Jul 1,STL,"W,5-3",2,5
81,PHI,79,Jul 2,STL,"L,6-7",0,6
82,PHI,80,Jul 3,STL,"W,4-0",2,4
83,PHI,81,Jul 5,WSN,"W,11-0",3,11
84,PHI,82,Jul 6,WSN,"L,2-3",2,2
85,PHI,83,Jul 7,WSN,"W,5-3",1,5
86,PHI,84,Jul 8,STL,"W,2-0",2,2
87,PHI,85,Jul 9,STL,"W,1-0",0,1
88,PHI,86,Jul 10,STL,"L,3-4",1,3
89,PHI,87,Jul 11,STL,"L,1-6",1,1
90,PHI,88,Jul 12,TOR,"L,3-4",1,3
91,PHI,89,Jul 13,TOR,"L,2-8",1,2
92,PHI,90,Jul 15,MIA,"W,2-1",0,2
93,PHI,91,Jul 16,MIA,"W,10-0",4,10
94,PHI,92,Jul 17,MIA,"W,4-0",1,4
95,PHI,93,Jul 22,CHC,"L,2-15",2,2
96,PHI,94,Jul 23,CHC,"L,2-6",0,2
97,PHI,95,Jul 24,CHC,"L,3-4",1,3
98,PHI,96,Jul 25,ATL,"W,6-4",1,6
99,PHI,97,Jul 26,ATL,"L,3-6",2,3
100,PHI,98,Jul 27,ATL,"W,7-2",0,7
101,PHI,99,Jul 28,PIT,"W,8-7",1,8
102,PHI,100,Jul 29,PIT,"W,4-2",1,4
103,PHI,101,Jul 30,PIT,"W,2-1",1,1
104,PHI,102,Jul 31,PIT,"W,8-2",2,8
105,PHI,Aug,Aug,Opp,Rslt,HR,RBI
106,PHI,103,Aug 2,ATL,"L,1-13",0,1
107,PHI,104,Aug 3,ATL,"W,3-1",1,3
108,PHI,105,Aug 4,WSN,"W,5-4",2,5
109,PHI,106,Aug 5,WSN,"W,7-2",5,7
110,PHI,107,Aug 6,WSN,"W,11-5",3,11
111,PHI,108,Aug 7,WSN,"W,13-1",4,13
112,PHI,109,Aug 9,MIA,"W,4-1",2,4
113,PHI,110,Aug 10,MIA,"W,4-3",0,4
114,PHI,111,Aug 11,MIA,"L,0-3",0,0
115,PHI,112,Aug 12,NYM,"W,2-1",0,2
116,PHI,113,Aug 13,NYM,"L,0-1",0,0
117,PHI,114,Aug 14,NYM,"L,0-6",0,0
118,PHI,115,Aug 15,CIN,"W,4-3",0,4
119,PHI,116,Aug 16,CIN,"W,11-4",5,11
120,PHI,117,Aug 17,CIN,"L,0-1",0,0
121,PHI,118,Aug 19,NYM,"L,2-7",0,2
122,PHI,119,Aug 20 (1),NYM,"L,2-8",0,1
123,PHI,120,Aug 20 (2),NYM,"W,4-1",0,4
124,PHI,121,Aug 21,NYM,"L,9-10",3,9
125,PHI,122,Aug 22,CIN,"W,4-1",2,4
126,PHI,123,Aug 23,CIN,"W,7-6",1,6
127,PHI,124,Aug 24,CIN,"W,7-5",1,7
128,PHI,125,Aug 25,CIN,"W,4-0",1,4
129,PHI,126,Aug 26,PIT,"W,7-4",0,6
130,PHI,127,Aug 27,PIT,"W,6-0",1,6
131,PHI,128,Aug 28,PIT,"L,0-5",0,0
132,PHI,129,Aug 29,ARI,"L,7-13",1,7
133,PHI,130,Aug 30,ARI,"L,3-12",1,3
134,PHI,131,Aug 31,ARI,"W,18-2",0,15
135,PHI,September/October,September/October,Opp,Rslt,HR,RBI
136,PHI,132,Sep 2,SFG,"L,1-13",0,1
137,PHI,133,Sep 3,SFG,"L,4-5",1,4
138,PHI,134,Sep 4,SFG,"L,3-5",1,3
139,PHI,135,Sep 6,MIA,"W,3-2",1,3
140,PHI,136,Sep 7,MIA,"W,4-3",2,4
141,PHI,137,Sep 8,MIA,"L,5-6",1,5
142,PHI,138,Sep 9,WSN,"W,5-3",2,5
143,PHI,139,Sep 10,WSN,"W,8-5",4,8
144,PHI,140,Sep 11,WSN,"W,7-5",2,7
145,PHI,141,Sep 13,MIA,"W,2-1",1,2
146,PHI,142,Sep 14,MIA,"W,6-1",3,6
147,PHI,143,Sep 15,MIA,"L,3-5",1,3
148,PHI,144,Sep 16,ATL,"L,2-7",2,2
149,PHI,145,Sep 17,ATL,"L,3-4",0,3
150,PHI,146,Sep 18,ATL,"L,2-5",2,2
151,PHI,147,Sep 20,TOR,"L,11-18",3,11
152,PHI,148,Sep 21,TOR,"W,4-3",1,4
153,PHI,149,Sep 22,ATL,"W,1-0",0,1
154,PHI,150,Sep 23,ATL,"W,9-1",1,9
155,PHI,151,Sep 24,ATL,"L,3-6",1,3
156,PHI,152,Sep 25,ATL,"L,7-8",2,7
157,PHI,153,Sep 27,CHC,"L,1-2",0,1
158,PHI,154,Sep 28,CHC,"L,2-4",0,2
159,PHI,155,Sep 29,CHC,"L,0-2",0,0
160,PHI,156,Sep 30 (1),WSN,"W,5-1",1,4
161,PHI,157,Oct 1 (1),WSN,"L,4-13",0,3
162,PHI,158,Oct 1 (2),WSN,"W,8-2",5,8
163,PHI,159,Oct 2,WSN,"W,8-1",1,8
164,PHI,160,Oct 3,HOU,"W,3-0",3,3
165,PHI,161,Oct 4,HOU,"L,0-10",0,0
166,PHI,162,Oct 5,HOU,"L,2-3",0,2
0,PIT,1,Apr 7,STL,"L,0-9",0,0
1,PIT,2,Apr 9,STL,"L,2-6",0,2
2,PIT,3,Apr 10,STL,"W,9-4",1,7
3,PIT,4,Apr 12,CHC,"L,1-2",1,1
4,PIT,5,Apr 13,CHC,"W,6-2",1,6
5,PIT,6,Apr 14,WSN,"W,9-4",2,9
6,PIT,7,Apr 15,WSN,"L,2-7",0,2
7,PIT,8,Apr 16,WSN,"W,6-4",0,5
8,PIT,9,Apr 17,WSN,"W,5-3",0,4
9,PIT,10,Apr 18,MIL,"L,1-6",1,1
10,PIT,11,Apr 19,MIL,"L,2-5",2,2
11,PIT,12,Apr 20,MIL,"L,2-4",0,2
12,PIT,13,Apr 21,CHC,"W,4-3",1,4
13,PIT,14,Apr 22,CHC,"W,4-2",2,4
14,PIT,15,Apr 23,CHC,"L,0-21",0,0
15,PIT,16,Apr 24,CHC,"W,4-3",0,3
16,PIT,17,Apr 26,MIL,"L,8-12",0,8
17,PIT,18,Apr 27,MIL,"L,1-3",0,0
18,PIT,19,Apr 28,MIL,"L,2-3",0,2
19,PIT,20,Apr 29,SDP,"L,3-7",0,3
20,PIT,21,Apr 30,SDP,"W,7-6",1,6
21,PIT,May,May,Opp,Rslt,HR,RBI
22,PIT,22,May 1,SDP,"L,2-5",0,2
23,PIT,23,May 4 (1),DET,"L,2-3",0,2
24,PIT,24,May 4 (2),DET,"W,7-2",2,5
25,PIT,25,May 7 (1),CIN,"L,2-9",0,2
26,PIT,26,May 7 (2),CIN,"W,8-5",4,8
27,PIT,27,May 8,CIN,"L,3-7",2,3
28,PIT,28,May 9,LAD,"W,5-1",2,5
29,PIT,29,May 10,LAD,"L,1-11",0,1
30,PIT,30,May 11,LAD,"W,5-3",3,5
31,PIT,31,May 12,CIN,"L,0-4",0,0
32,PIT,32,May 13,CIN,"L,2-8",1,2
33,PIT,33,May 14,CIN,"W,3-1",1,2
34,PIT,34,May 15,CIN,"W,1-0",0,1
35,PIT,35,May 16,CHC,"L,0-9",0,0
36,PIT,36,May 17,CHC,"L,0-7",0,0
37,PIT,37,May 18,CHC,"W,3-2",1,3
38,PIT,38,May 20,STL,"L,3-5",1,3
39,PIT,39,May 21,STL,"L,4-5",1,3
40,PIT,40,May 22,STL,"L,4-18",2,4
41,PIT,41,May 23,COL,"W,2-1",0,2
42,PIT,42,May 24,COL,"L,1-2",0,1
43,PIT,43,May 25,COL,"W,10-5",2,10
44,PIT,44,May 27,SDP,"L,3-4",1,3
45,PIT,45,May 28,SDP,"W,4-2",1,4
46,PIT,46,May 29,SDP,"L,2-4",0,2
47,PIT,47,May 30,LAD,"W,6-5",2,5
48,PIT,48,May 31,LAD,"W,5-3",2,5
49,PIT,Jun,Jun,Opp,Rslt,HR,RBI
50,PIT,49,Jun 1,LAD,"W,8-4",2,8
51,PIT,50,Jun 3,ARI,"L,6-8",1,5
52,PIT,51,Jun 4,ARI,"W,2-1",1,2
53,PIT,52,Jun 5,ARI,"W,3-0",1,3
54,PIT,53,Jun 7,DET,"L,3-5",1,3
55,PIT,54,Jun 8,DET,"L,1-3",1,1
56,PIT,55,Jun 9,ATL,"L,1-3",1,1
57,PIT,56,Jun 10,ATL,"L,2-4",0,2
58,PIT,57,Jun 11,ATL,"L,4-10",2,4
59,PIT,58,Jun 12,ATL,"L,3-5",1,3
60,PIT,59,Jun 13,STL,"L,5-7",2,5
61,PIT,60,Jun 14 (1),STL,"L,1-3",1,1
62,PIT,61,Jun 14 (2),STL,"L,1-9",0,1
63,PIT,62,Jun 15,STL,"W,6-4",1,4
64,PIT,63,Jun 17,SFG,"L,0-2",0,0
65,PIT,64,Jun 18,SFG,"L,5-7",2,5
66,PIT,65,Jun 19,SFG,"W,4-3",4,4
67,PIT,66,Jun 20,CHC,"W,12-1",0,11
68,PIT,67,Jun 21,CHC,"W,7-1",2,6
69,PIT,68,Jun 22,CHC,"L,5-14",1,5
70,PIT,69,Jun 23,CHC,"W,8-7",3,7
71,PIT,70,Jun 24,TBR,"L,3-4",3,3
72,PIT,71,Jun 25,TBR,"L,5-6",2,5
73,PIT,72,Jun 26,TBR,"L,2-4",1,2
74,PIT,73,Jun 27,WSN,"L,2-3",1,2
75,PIT,74,Jun 28,WSN,"L,1-3",1,1
76,PIT,75,Jun 29,WSN,"W,8-7",4,8
77,PIT,76,Jun 30,MIL,"W,8-7",5,8
78,PIT,Jul,Jul,Opp,Rslt,HR,RBI
79,PIT,77,Jul 1,MIL,"L,2-19",0,1
80,PIT,78,Jul 2,MIL,"W,7-4",2,7
81,PIT,79,Jul 3,MIL,"L,0-2",0,0
82,PIT,80,Jul 5,NYY,"W,5-2",2,5
83,PIT,81,Jul 6,NYY,"L,0-16",0,0
84,PIT,82,Jul 7 (1),CIN,"W,4-2",1,4
85,PIT,83,Jul 7 (2),CIN,"L,1-5",0,1
86,PIT,84,Jul 8,MIL,"L,3-4",1,3
87,PIT,85,Jul 9,MIL,"W,4-3",1,3
88,PIT,86,Jul 10,MIL,"W,8-6",4,7
89,PIT,87,Jul 11,MIA,"W,5-1",1,5
90,PIT,88,Jul 12,MIA,"W,3-2",1,3
91,PIT,89,Jul 13,MIA,"L,4-5",0,4
92,PIT,90,Jul 14,MIA,"L,2-3",0,1
93,PIT,91,Jul 15,COL,"L,2-13",0,2
94,PIT,92,Jul 16,COL,"L,0-2",0,0
95,PIT,93,Jul 17,COL,"W,8-3",0,8
96,PIT,94,Jul 22,MIA,"L,1-8",1,1
97,PIT,95,Jul 23,MIA,"W,1-0",0,1
98,PIT,96,Jul 24,MIA,"L,5-6",1,5
99,PIT,97,Jul 25,CHC,"L,2-3",0,2
100,PIT,98,Jul 26,CHC,"L,2-4",1,2
101,PIT,99,Jul 28,PHI,"L,7-8",1,7
102,PIT,100,Jul 29,PHI,"L,2-4",1,2
103,PIT,101,Jul 30,PHI,"L,1-2",1,1
104,PIT,102,Jul 31,PHI,"L,2-8",0,2
105,PIT,Aug,Aug,Opp,Rslt,HR,RBI
106,PIT,103,Aug 2,MIL,"W,5-3",1,4
107,PIT,104,Aug 3,MIL,"W,8-7",2,8
108,PIT,105,Aug 4,MIL,"W,5-4",0,3
109,PIT,106,Aug 5,BAL,"L,0-1",0,0
110,PIT,107,Aug 6,BAL,"L,3-6",1,3
111,PIT,108,Aug 7,BAL,"W,8-1",1,8
112,PIT,109,Aug 8,ARI,"L,0-3",0,0
113,PIT,110,Aug 9,ARI,"L,4-6",2,4
114,PIT,111,Aug 10,ARI,"W,6-4",0,5
115,PIT,112,Aug 11,ARI,"L,3-9",0,2
116,PIT,113,Aug 12,SFG,"L,3-5",3,3
117,PIT,114,Aug 13,SFG,"L,0-2",0,0
118,PIT,115,Aug 14,SFG,"L,7-8",1,6
119,PIT,116,Aug 16,BOS,"L,3-5",0,3
120,PIT,117,Aug 17,BOS,"L,3-8",1,3
121,PIT,118,Aug 18,BOS,"W,8-2",2,8
122,PIT,119,Aug 19,CIN,"W,5-4",0,4
123,PIT,120,Aug 20,CIN,"L,1-10",1,1
124,PIT,121,Aug 21,CIN,"L,5-9",0,5
125,PIT,122,Aug 22,ATL,"L,1-2",1,1
126,PIT,123,Aug 23,ATL,"L,1-6",1,1
127,PIT,124,Aug 24,ATL,"L,2-14",1,2
128,PIT,125,Aug 26,PHI,"L,4-7",3,4
129,PIT,126,Aug 27,PHI,"L,0-6",0,0
130,PIT,127,Aug 28,PHI,"W,5-0",0,5
131,PIT,128,Aug 29,MIL,"L,5-7",2,5
132,PIT,129,Aug 30,MIL,"W,4-2",1,4
133,PIT,130,Aug 31,MIL,"L,1-6",1,1
134,PIT,September/October,September/October,Opp,Rslt,HR,RBI
135,PIT,131,Sep 2,TOR,"L,0-4",0,0
136,PIT,132,Sep 3,TOR,"L,1-4",0,1
137,PIT,133,Sep 4,TOR,"L,3-4",1,3
138,PIT,134,Sep 6,NYM,"W,8-2",2,7
139,PIT,135,Sep 7 (1),NYM,"L,1-5",0,1
140,PIT,136,Sep 7 (2),NYM,"L,0-10",0,0
141,PIT,137,Sep 9,STL,"W,8-2",1,8
142,PIT,138,Sep 10,STL,"L,5-7",3,5
143,PIT,139,Sep 11,STL,"L,3-4",2,3
144,PIT,140,Sep 12,CIN,"W,6-3",3,6
145,PIT,141,Sep 13 (1),CIN,"W,6-1",3,6
146,PIT,142,Sep 13 (2),CIN,"W,1-0",0,1
147,PIT,143,Sep 14,CIN,"W,10-4",2,9
148,PIT,144,Sep 15,NYM,"L,1-7",0,1
149,PIT,145,Sep 16,NYM,"L,3-4",1,3
150,PIT,146,Sep 17,NYM,"L,1-5",1,1
151,PIT,147,Sep 18,NYM,"L,3-7",1,3
152,PIT,148,Sep 20,NYY,"L,8-9",2,8
153,PIT,149,Sep 21,NYY,"L,2-14",0,2
154,PIT,150,Sep 22,CHC,"L,2-3",1,2
155,PIT,151,Sep 23,CHC,"L,5-6",2,5
156,PIT,152,Sep 24,CHC,"W,6-0",1,6
157,PIT,153,Sep 25,CHC,"L,3-8",1,3
158,PIT,154,Sep 26,CIN,"W,8-3",0,6
159,PIT,155,Sep 27,CIN,"W,4-1",0,3
160,PIT,156,Sep 28,CIN,"W,4-3",0,4
161,PIT,157,Sep 30,STL,"L,1-2",0,1
162,PIT,158,Oct 1,STL,"L,3-13",0,3
163,PIT,159,Oct 2,STL,"W,7-5",2,7
164,PIT,160,Oct 3,STL,"W,3-2",1,3
165,PIT,161,Oct 4,STL,"L,7-8",0,6
166,PIT,162,Oct 5,STL,"W,5-3",0,4
0,SDP,1,Apr 7,ARI,"L,2-4",0,2
1,SDP,2,Apr 8,ARI,"W,3-0",1,2
2,SDP,3,Apr 9,ARI,"W,5-2",0,5
3,SDP,4,Apr 10,ARI,"W,10-5",2,8
4,SDP,5,Apr 11,SFG,"W,4-2",1,4
5,SDP,6,Apr 12,SFG,"L,2-13",0,2
6,SDP,7,Apr 13,SFG,"L,1-2",0,1
7,SDP,8,Apr 14,ATL,"W,12-1",2,12
8,SDP,9,Apr 15,ATL,"L,2-5",0,2
9,SDP,10,Apr 16,ATL,"L,2-5",2,2
10,SDP,11,Apr 17,ATL,"W,2-1",0,2
11,SDP,12,Apr 18,CIN,"W,4-1",1,4
