,Team,Gtm,Date,Opp,Rslt,HR,RBI
45,MIN,45,May 26,KCR,"L,2-3",0,2
46,MIN,46,May 27,KCR,"W,10-7",2,10
47,MIN,47,May 28,KCR,"L,3-7",1,3
48,MIN,48,May 29,KCR,"W,7-3",3,7
49,MIN,49,May 30,DET,"L,5-7",3,4
50,MIN,50,May 31 (1),DET,"W,8-2",1,8
51,MIN,51,May 31 (2),DET,"L,0-4",0,0
52,MIN,Jun,Jun,Opp,Rslt,HR,RBI
53,MIN,52,Jun 1,DET,"L,0-5",0,0
54,MIN,53,Jun 2,DET,"L,2-3",0,2
55,MIN,54,Jun 3,TOR,"W,9-3",5,9
56,MIN,55,Jun 4,TOR,"L,3-12",1,3
57,MIN,56,Jun 5,TOR,"W,8-6",2,7
58,MIN,57,Jun 7,NYY,"L,4-10",1,4
59,MIN,58,Jun 8,NYY,"W,8-1",2,8
60,MIN,59,Jun 9,NYY,"L,7-10",5,7
61,MIN,60,Jun 10,TBR,"W,9-4",3,8
62,MIN,61,Jun 11,TBR,"W,6-5",1,6
63,MIN,62,Jun 12,TBR,"L,0-6",0,0
64,MIN,63,Jun 13,SEA,"W,3-2",1,3
65,MIN,64,Jun 14,SEA,"L,0-5",0,0
66,MIN,65,Jun 15,SEA,"W,5-0",0,5
67,MIN,66,Jun 17,ARI,"L,2-7",1,2
68,MIN,67,Jun 18,ARI,"W,11-1",2,11
69,MIN,68,Jun 19,ARI,"L,1-7",0,0
70,MIN,69,Jun 21,CLE,"L,5-6",1,5
71,MIN,70,Jun 22,CLE,"L,10-11",4,10
72,MIN,71,Jun 23,CLE,"W,1-0",1,1
73,MIN,72,Jun 24,COL,"L,0-1",0,0
74,MIN,73,Jun 25,COL,"W,6-0",0,6
75,MIN,74,Jun 26,COL,"W,6-3",0,6
76,MIN,75,Jun 27,CLE,"W,11-1",3,11
77,MIN,76,Jun 28 (1),CLE,"L,2-3",1,2
78,MIN,77,Jun 28 (2),CLE,"W,6-0",3,6
79,MIN,78,Jun 29,CLE,"L,6-7",3,6
80,MIN,79,Jun 30,CLE,"L,3-5",0,3
81,MIN,Jul,Jul,Opp,Rslt,HR,RBI
82,MIN,80,Jul 1,BAL,"W,3-2",1,3
83,MIN,81,Jul 2,BAL,"W,4-3",2,4
84,MIN,82,Jul 3,BAL,"L,1-3",0,1
85,MIN,83,Jul 4,CHW,"W,6-3",1,6
86,MIN,84,Jul 5,CHW,"W,8-2",5,8
87,MIN,85,Jul 6,CHW,"L,8-9",3,8
88,MIN,86,Jul 8,TEX,"L,5-6",2,5
89,MIN,87,Jul 9,TEX,"L,7-9",2,7
90,MIN,88,Jul 10,TEX,"W,6-5",2,5
91,MIN,89,Jul 12,MIL,"L,3-6",1,3
92,MIN,90,Jul 13,MIL,"W,4-1",1,4
93,MIN,91,Jul 14,CHW,"L,2-12",1,2
94,MIN,92,Jul 15,CHW,"L,2-6",0,2
95,MIN,93,Jul 16,CHW,"W,6-3",3,6
96,MIN,94,Jul 17,CHW,"L,0-11",0,0
97,MIN,95,Jul 23,DET,"W,8-4",1,7
98,MIN,96,Jul 24,DET,"W,9-1",0,9
99,MIN,97,Jul 26,MIL,"L,6-7",2,6
100,MIN,98,Jul 27,MIL,"L,4-10",2,4
101,MIN,99,Jul 29,SDP,"L,1-10",1,1
102,MIN,100,Jul 30,SDP,"W,7-4",2,6
103,MIN,101,Jul 31,SDP,"L,2-3",2,2
104,MIN,Aug,Aug,Opp,Rslt,HR,RBI
105,MIN,102,Aug 1,DET,"W,5-3",1,5
106,MIN,103,Aug 2,DET,"L,3-5",1,3
107,MIN,104,Aug 3,DET,"W,4-1",0,4
108,MIN,105,Aug 4,TOR,"L,3-9",1,3
109,MIN,106,Aug 5,TOR,"W,6-5",2,6
110,MIN,107,Aug 6,TOR,"W,7-3",1,7
111,MIN,108,Aug 7,TOR,"L,2-3",0,2
112,MIN,109,Aug 9,LAD,"L,3-10",1,3
113,MIN,110,Aug 10,LAD,"L,5-8",2,4
114,MIN,111,Aug 12,LAA,"W,4-0",2,4
115,MIN,112,Aug 13,LAA,"L,3-5",1,3
116,MIN,113,Aug 14,LAA,"L,2-4",1,2
117,MIN,114,Aug 15,KCR,"W,4-2",0,4
118,MIN,115,Aug 16,KCR,"W,9-0",1,9
119,MIN,116,Aug 17,KCR,"W,4-0",1,3
120,MIN,117,Aug 19,TEX,"W,2-1",2,2
121,MIN,118,Aug 20,TEX,"L,3-4",0,2
122,MIN,119,Aug 21,TEX,"L,0-7",0,0
123,MIN,120,Aug 22,TEX,"L,1-2",0,1
124,MIN,121,Aug 23,HOU,"L,2-4",0,2
125,MIN,122,Aug 24,HOU,"L,3-5",0,2
126,MIN,123,Aug 25,HOU,"L,3-6",1,2
127,MIN,124,Aug 26,SFG,"W,9-0",3,9
128,MIN,125,Aug 27,SFG,"W,3-2",0,3
129,MIN,126,Aug 28,SFG,"W,8-3",1,8
130,MIN,127,Aug 29,BOS,"W,4-2",0,4
131,MIN,128,Aug 30,BOS,"W,10-5",3,10
132,MIN,129,Aug 31,BOS,"L,5-6",1,5
133,MIN,September/October,September/October,Opp,Rslt,HR,RBI
134,MIN,130,Sep 2,CHW,"L,3-4",0,3
135,MIN,131,Sep 3,CHW,"L,0-13",0,0
136,MIN,132,Sep 4,CHW,"W,5-1",1,4
137,MIN,133,Sep 5,NYY,"L,2-5",1,2
138,MIN,134,Sep 7 (1),NYY,"L,4-5",1,4
139,MIN,135,Sep 7 (2),NYY,"L,1-7",1,1
140,MIN,136,Sep 8,NYY,"W,4-3",1,4
141,MIN,137,Sep 9,CLE,"L,6-7",1,5
142,MIN,138,Sep 10,CLE,"L,4-6",0,3
143,MIN,139,Sep 11,CLE,"L,1-4",0,1
144,MIN,140,Sep 13,KCR,"W,6-3",3,6
145,MIN,141,Sep 14,KCR,"W,4-0",0,3
146,MIN,142,Sep 15,KCR,"W,3-2",2,3
147,MIN,143,Sep 16,CLE,"L,3-4",1,3
148,MIN,144,Sep 17 (1),CLE,"L,1-5",1,1
149,MIN,145,Sep 17 (2),CLE,"L,6-7",1,6
150,MIN,146,Sep 18,CLE,"W,3-0",1,3
151,MIN,147,Sep 19,CLE,"L,4-11",1,3
152,MIN,148,Sep 20,KCR,"L,4-5",0,4
153,MIN,149,Sep 21,KCR,"L,2-5",0,2
154,MIN,150,Sep 22,KCR,"L,1-4",0,1
155,MIN,151,Sep 23,LAA,"L,2-4",0,1
156,MIN,152,Sep 24,LAA,"W,8-4",1,8
157,MIN,153,Sep 25,LAA,"L,3-10",1,3
158,MIN,154,Sep 27,CHW,"W,4-0",1,4
159,MIN,155,Sep 28,CHW,"W,8-4",0,7
160,MIN,156,Sep 29,CHW,"L,3-4",0,3
161,MIN,157,Sep 30,DET,"W,7-0",1,7
162,MIN,158,Oct 1,DET,"L,2-3",1,2
163,MIN,159,Oct 2,DET,"L,2-5",0,2
164,MIN,160,Oct 3,CHW,"L,2-3",1,2
165,MIN,161,Oct 4,CHW,"L,3-8",1,3
166,MIN,162,Oct 5,CHW,"W,10-1",2,10
0,NYM,1,Apr 7,WSN,"W,5-1",0,5
1,NYM,2,Apr 8,WSN,"W,7-3",1,7
2,NYM,3,Apr 9,WSN,"W,5-0",1,4
3,NYM,4,Apr 10,WSN,"L,2-4",1,2
4,NYM,5,Apr 11,PHI,"L,4-5",0,4
5,NYM,6,Apr 12,PHI,"W,2-0",1,2
6,NYM,7,Apr 13,PHI,"W,9-6",2,9
7,NYM,8,Apr 15,ARI,"W,10-3",4,10
8,NYM,9,Apr 16,ARI,"L,2-3",1,2
9,NYM,10,Apr 17,ARI,"W,5-0",1,4
10,NYM,11,Apr 19 (1),SFG,"W,5-4",0,4
11,NYM,12,Apr 19 (2),SFG,"W,3-1",0,3
12,NYM,13,Apr 20,SFG,"L,2-5",0,2
13,NYM,14,Apr 21,SFG,"W,6-2",2,6
14,NYM,15,Apr 22,ARI,"W,6-5",1,6
15,NYM,16,Apr 23,ARI,"L,2-5",0,2
16,NYM,17,Apr 24,ARI,"W,6-2",1,4
17,NYM,18,Apr 25,STL,"W,5-2",1,4
18,NYM,19,Apr 26,STL,"W,3-0",0,3
19,NYM,20,Apr 27,STL,"L,5-10",0,5
20,NYM,21,Apr 29,PHI,"W,3-0",1,3
21,NYM,22,Apr 30,PHI,"L,1-4",0,1
22,NYM,May,May,Opp,Rslt,HR,RBI
23,NYM,23,May 1,PHI,"W,10-6",0,9
24,NYM,24,May 2,ATL,"L,2-5",1,1
25,NYM,25,May 3 (1),ATL,"W,5-4",0,5
26,NYM,26,May 3 (2),ATL,"W,3-0",1,3
27,NYM,27,May 4,ATL,"L,2-9",1,2
28,NYM,28,May 5,PHI,"W,8-7",2,8
29,NYM,29,May 8 (1),PHI,"L,2-3",0,1
30,NYM,30,May 8 (2),PHI,"W,6-1",2,5
31,NYM,31,May 10,WSN,"W,4-2",0,4
32,NYM,32,May 11,WSN,"L,3-8",1,2
33,NYM,33,May 12,WSN,"W,4-1",1,4
34,NYM,34,May 13,SEA,"L,1-2",0,1
35,NYM,35,May 14,SEA,"W,5-4",1,5
36,NYM,36,May 15,SEA,"L,7-8",1,7
37,NYM,37,May 17 (1),STL,"W,3-1",0,3
38,NYM,38,May 17 (2),STL,"L,3-4",2,3
39,NYM,39,May 18,STL,"W,11-4",1,11
40,NYM,40,May 19,STL,"W,7-6",1,7
41,NYM,41,May 21 (1),COL,"W,5-1",1,5
42,NYM,42,May 21 (2),COL,"L,3-11",0,3
43,NYM,43,May 22,COL,"W,2-0",0,2
44,NYM,44,May 23,SFG,"W,13-3",3,13
45,NYM,45,May 24,SFG,"L,12-13",1,12
46,NYM,46,May 25,SFG,"L,3-9",1,3
47,NYM,47,May 27,PHI,"W,8-6",1,8
48,NYM,48,May 28,PHI,"W,8-2",1,8
49,NYM,49,May 29,PHI,"W,5-4",1,5
50,NYM,50,May 30,WSN,"W,13-5",3,12
51,NYM,51,May 31,WSN,"W,10-0",2,10
52,NYM,Jun,Jun,Opp,Rslt,HR,RBI
53,NYM,52,Jun 1,WSN,"W,5-0",0,4
54,NYM,53,Jun 2,LAD,"L,0-2",0,0
55,NYM,54,Jun 3,LAD,"L,1-6",1,1
56,NYM,55,Jun 4,LAD,"W,9-4",4,9
57,NYM,56,Jun 5,LAD,"W,5-4",1,5
58,NYM,57,Jun 6,SDP,"W,11-5",1,11
59,NYM,58,Jun 7,SDP,"L,0-7",0,0
60,NYM,59,Jun 8,SDP,"L,2-13",0,1
61,NYM,60,Jun 10,LAA,"W,7-3",1,7
62,NYM,61,Jun 11,LAA,"L,6-11",2,5
63,NYM,62,Jun 12,LAA,"W,4-1",2,4
64,NYM,63,Jun 14,MIL,"W,4-0",0,4
65,NYM,64,Jun 15,MIL,"L,2-10",1,2
66,NYM,65,Jun 16,MIL,"W,5-4",1,5
67,NYM,66,Jun 17,MIA,"W,10-4",2,10
68,NYM,67,Jun 18,MIA,"W,3-2",1,3
69,NYM,68,Jun 19,MIA,"L,2-6",0,2
70,NYM,69,Jun 20,MIA,"W,6-0",0,5
71,NYM,70,Jun 21,HOU,"L,2-8",2,2
72,NYM,71,Jun 22,HOU,"L,3-5",0,3
73,NYM,72,Jun 24,MIA,"W,5-3",2,5
74,NYM,73,Jun 25,MIA,"W,5-3",2,5
75,NYM,74,Jun 26,MIA,"L,2-3",1,2
76,NYM,75,Jun 28,HOU,"L,1-9",0,1
77,NYM,76,Jun 29,HOU,"L,0-2",0,0
78,NYM,Jul,Jul,Opp,Rslt,HR,RBI
79,NYM,77,Jul 1,TEX,"W,4-3",1,4
80,NYM,78,Jul 2,TEX,"L,3-7",2,3
81,NYM,79,Jul 3,TEX,"W,4-1",2,4
82,NYM,80,Jul 4,CIN,"W,7-4",2,7
83,NYM,81,Jul 5,CIN,"L,0-1",0,0
84,NYM,82,Jul 6,CIN,"W,8-3",1,8
85,NYM,83,Jul 7,MIA,"W,10-0",2,9
86,NYM,84,Jul 8,MIA,"L,2-5",2,2
87,NYM,85,Jul 9,MIA,"W,5-4",2,4
88,NYM,86,Jul 10,MIA,"L,0-2",0,0
89,NYM,87,Jul 11,ATL,"W,4-1",1,4
90,NYM,88,Jul 12,ATL,"L,1-4",0,1
91,NYM,89,Jul 13,ATL,"W,7-3",3,6
92,NYM,90,Jul 14,CHC,"W,8-0",2,8
93,NYM,91,Jul 16 (1),CHC,"W,2-1",0,2
94,NYM,92,Jul 16 (2),CHC,"W,4-3",1,3
95,NYM,93,Jul 17,CHC,"L,2-3",0,1
96,NYM,94,Jul 22,SDP,"L,1-4",0,1
97,NYM,95,Jul 23,SDP,"L,1-2",0,1
98,NYM,96,Jul 24,SDP,"W,8-5",1,7
99,NYM,97,Jul 26,NYY,"W,6-3",2,5
100,NYM,98,Jul 27,NYY,"W,3-2",1,3
101,NYM,99,Jul 29,MIA,"W,6-4",2,6
102,NYM,100,Jul 30,MIA,"W,4-0",3,4
103,NYM,101,Jul 31,MIA,"W,9-3",0,9
104,NYM,Aug,Aug,Opp,Rslt,HR,RBI
105,NYM,102,Aug 1,WSN,"W,7-3",2,7
106,NYM,103,Aug 2,WSN,"L,1-5",1,1
107,NYM,104,Aug 3,WSN,"W,9-5",2,9
108,NYM,105,Aug 4,ATL,"W,6-4",4,6
109,NYM,106,Aug 5,ATL,"L,6-9",1,6
110,NYM,107,Aug 6 (1),ATL,"W,8-5",0,8
111,NYM,108,Aug 6 (2),ATL,"W,6-2",0,5
112,NYM,109,Aug 7,ATL,"W,5-2",0,4
113,NYM,110,Aug 8,CIN,"W,5-1",1,5
114,NYM,111,Aug 9,CIN,"W,6-2",2,6
115,NYM,112,Aug 10,CIN,"W,10-2",1,9
116,NYM,113,Aug 12,PHI,"L,1-2",0,1
117,NYM,114,Aug 13,PHI,"W,1-0",0,1
118,NYM,115,Aug 14,PHI,"W,6-0",1,5
119,NYM,116,Aug 15,ATL,"L,1-13",0,1
120,NYM,117,Aug 16,ATL,"L,0-5",0,0
121,NYM,118,Aug 17,ATL,"W,9-7",4,9
122,NYM,119,Aug 18,ATL,"L,2-3",1,2
123,NYM,120,Aug 19,PHI,"W,7-2",1,6
124,NYM,121,Aug 20 (1),PHI,"W,8-2",0,8
125,NYM,122,Aug 20 (2),PHI,"L,1-4",0,0
126,NYM,123,Aug 21,PHI,"W,10-9",3,9
127,NYM,124,Aug 22,NYY,"L,2-4",1,2
128,NYM,125,Aug 23,NYY,"L,2-4",0,1
129,NYM,126,Aug 25,COL,"W,3-1",1,3
130,NYM,127,Aug 26,COL,"W,7-6",1,7
131,NYM,128,Aug 27,COL,"W,3-0",1,3
132,NYM,129,Aug 28,COL,"L,0-1",0,0
133,NYM,130,Aug 30,LAD,"L,3-4",2,2
134,NYM,131,Aug 31,LAD,"W,2-1",1,2
135,NYM,September/October,September/October,Opp,Rslt,HR,RBI
136,NYM,132,Sep 1,LAD,"W,5-3",0,5
137,NYM,133,Sep 2,WSN,"W,7-3",2,7
138,NYM,134,Sep 3,WSN,"L,1-7",1,1
139,NYM,135,Sep 4,WSN,"L,1-7",0,1
140,NYM,136,Sep 6,PIT,"L,2-8",1,2
141,NYM,137,Sep 7 (1),PIT,"W,5-1",2,5
142,NYM,138,Sep 7 (2),PIT,"W,10-0",0,9
143,NYM,139,Sep 9,MIA,"L,3-6",1,3
144,NYM,140,Sep 10,MIA,"W,11-3",3,11
145,NYM,141,Sep 11,MIA,"W,9-3",3,9
146,NYM,142,Sep 12,CHC,"L,2-5",1,2
147,NYM,143,Sep 13,CHC,"L,1-4",1,1
148,NYM,144,Sep 14,CHC,"L,3-6",2,2
149,NYM,145,Sep 15,PIT,"W,7-1",1,7
150,NYM,146,Sep 16,PIT,"W,4-3",1,4
151,NYM,147,Sep 17,PIT,"W,5-1",1,5
152,NYM,148,Sep 18,PIT,"W,7-3",0,7
153,NYM,149,Sep 19,MIL,"W,7-2",1,7
154,NYM,150,Sep 20,MIL,"W,7-5",2,7
155,NYM,151,Sep 21,MIL,"L,0-6",0,0
156,NYM,152,Sep 23,OAK,"W,9-2",1,8
157,NYM,153,Sep 24,OAK,"L,4-10",2,4
158,NYM,154,Sep 25,OAK,"W,13-4",1,12
159,NYM,155,Sep 27,MIA,"L,4-6",1,3
160,NYM,156,Sep 28,MIA,"W,5-4",1,5
161,NYM,157,Sep 30,ATL,"L,2-5",1,2
162,NYM,158,Oct 1,ATL,"L,2-4",0,2
163,NYM,159,Oct 2,ATL,"L,3-5",2,3
164,NYM,160,Oct 4 (1),WSN,"W,4-2",1,4
165,NYM,161,Oct 4 (2),WSN,"W,8-0",4,8
166,NYM,162,Oct 5,WSN,"W,9-2",2,9
0,NYY,1,Apr 8,BOS,"W,6-5",3,6
1,NYY,2,Apr 9,BOS,"W,4-2",2,4
2,NYY,3,Apr 10,BOS,"L,3-4",0,3
3,NYY,4,Apr 11,TOR,"L,0-3",0,0
4,NYY,5,Apr 12,TOR,"W,4-0",1,3
5,NYY,6,Apr 13,TOR,"L,4-6",3,4
6,NYY,7,Apr 14,TOR,"W,3-0",0,3
7,NYY,8,Apr 15,BAL,"L,1-2",0,1
8,NYY,9,Apr 16,BAL,"W,5-2",1,4
9,NYY,10,Apr 17,BAL,"L,0-5",0,0
10,NYY,11,Apr 19,DET,"W,4-2",0,2
11,NYY,12,Apr 20,DET,"W,5-3",1,5
12,NYY,13,Apr 21,DET,"L,0-3",0,0
13,NYY,14,Apr 22,CLE,"W,4-1",2,4
14,NYY,15,Apr 23,CLE,"W,5-4",1,5
15,NYY,16,Apr 24,CLE,"W,10-2",3,10
16,NYY,17,Apr 26,BAL,"W,12-8",5,12
17,NYY,18,Apr 27,BAL,"W,5-2",2,4
18,NYY,19,Apr 28,BAL,"W,10-5",1,9
19,NYY,20,Apr 29,KCR,"W,12-2",4,11
20,NYY,21,Apr 30,KCR,"W,3-0",0,2
21,NYY,May,May,Opp,Rslt,HR,RBI
22,NYY,22,May 1,KCR,"W,6-4",2,6
23,NYY,23,May 2,TOR,"W,3-2",1,3
24,NYY,24,May 3,TOR,"W,9-1",2,9
25,NYY,25,May 4,TOR,"L,1-2",1,1
26,NYY,26,May 8 (1),TEX,"W,2-1",1,2
27,NYY,27,May 8 (2),TEX,"L,2-4",1,2
28,NYY,28,May 9,TEX,"W,1-0",0,1
29,NYY,29,May 10,TOR,"W,6-5",2,6
30,NYY,30,May 11,TOR,"W,5-3",1,5
31,NYY,31,May 12,CHW,"W,15-7",4,15
32,NYY,32,May 13,CHW,"W,10-4",4,10
33,NYY,33,May 14,CHW,"L,2-3",0,2
34,NYY,34,May 15,CHW,"W,5-1",1,4
35,NYY,35,May 16,BAL,"W,6-2",3,6
36,NYY,36,May 17,BAL,"W,5-4",2,4
37,NYY,37,May 18,BAL,"W,3-2",0,1
38,NYY,38,May 19,BAL,"L,6-9",1,6
39,NYY,39,May 21,CHW,"W,7-5",1,7
40,NYY,40,May 22 (1),CHW,"L,1-3",1,1
41,NYY,41,May 22 (2),CHW,"L,0-5",0,0
42,NYY,42,May 23,BAL,"L,4-6",2,4
43,NYY,43,May 24,BAL,"W,7-6",4,7
44,NYY,44,May 25,BAL,"W,2-0",0,1
45,NYY,45,May 26,TBR,"W,7-2",0,4
46,NYY,46,May 27,TBR,"W,2-0",2,2
47,NYY,47,May 28,TBR,"L,1-3",0,1
48,NYY,48,May 29,TBR,"L,2-4",2,2
49,NYY,49,May 31,LAA,"W,9-1",2,9
50,NYY,Jun,Jun,Opp,Rslt,HR,RBI
51,NYY,50,Jun 2 (1),LAA,"W,6-1",4,6
52,NYY,51,Jun 2 (2),LAA,"W,2-1",0,2
53,NYY,52,Jun 3,DET,"W,13-0",4,13
54,NYY,53,Jun 4,DET,"W,3-0",2,3
55,NYY,54,Jun 5,DET,"W,5-4",1,5
56,NYY,55,Jun 7,MIN,"W,10-4",3,10
57,NYY,56,Jun 8,MIN,"L,1-8",0,1
58,NYY,57,Jun 9,MIN,"W,10-7",4,9
59,NYY,58,Jun 10,CHC,"W,2-1",1,2
60,NYY,59,Jun 11,CHC,"W,8-0",6,8
61,NYY,60,Jun 12,CHC,"W,18-4",4,18
62,NYY,61,Jun 14,TBR,"W,2-0",0,1
63,NYY,62,Jun 15,TBR,"W,4-3",2,4
64,NYY,63,Jun 16,TBR,"W,2-1",1,2
65,NYY,64,Jun 17,TOR,"W,12-3",4,12
66,NYY,65,Jun 18,TOR,"W,4-0",0,4
67,NYY,66,Jun 19,TOR,"L,9-10",5,9
68,NYY,67,Jun 20,TBR,"W,4-2",1,3
69,NYY,68,Jun 21,TBR,"L,4-5",1,4
70,NYY,69,Jun 22,TBR,"W,5-4",3,4
71,NYY,70,Jun 23,HOU,"W,7-6",2,7
72,NYY,71,Jun 24,HOU,"L,1-3",1,1
73,NYY,72,Jun 25,HOU,"L,0-3",0,0
74,NYY,73,Jun 26,HOU,"W,6-3",3,6
75,NYY,74,Jun 27,OAK,"W,9-5",2,9
76,NYY,75,Jun 28,OAK,"W,2-1",1,2
77,NYY,76,Jun 29,OAK,"W,5-3",2,5
78,NYY,77,Jun 30,HOU,"L,1-2",1,1
79,NYY,Jul,Jul,Opp,Rslt,HR,RBI
80,NYY,78,Jul 2 (1),CLE,"W,13-4",4,12
81,NYY,79,Jul 2 (2),CLE,"W,6-1",2,5
82,NYY,80,Jul 3,CLE,"L,0-2",0,0
83,NYY,81,Jul 5,PIT,"L,2-5",0,2
84,NYY,82,Jul 6,PIT,"W,16-0",6,16
85,NYY,83,Jul 7,BOS,"W,6-5",2,6
86,NYY,84,Jul 8,BOS,"W,12-5",2,11
87,NYY,85,Jul 9,BOS,"L,5-6",1,5
88,NYY,86,Jul 10,BOS,"L,6-11",2,6
89,NYY,87,Jul 12,CIN,"L,3-4",0,3
90,NYY,88,Jul 13,CIN,"W,7-6",1,6
91,NYY,89,Jul 14,CIN,"L,6-7",3,6
92,NYY,90,Jul 15,BOS,"L,4-5",1,3
93,NYY,91,Jul 16,BOS,"W,14-1",4,14
94,NYY,92,Jul 17,BOS,"W,13-2",2,13
95,NYY,93,Jul 21 (1),HOU,"L,2-3",1,2
96,NYY,94,Jul 21 (2),HOU,"L,5-7",2,5
97,NYY,95,Jul 22,BAL,"W,7-6",3,7
98,NYY,96,Jul 23,BAL,"L,3-6",1,3
99,NYY,97,Jul 24,BAL,"W,6-0",1,6
100,NYY,98,Jul 26,NYM,"L,3-6",2,3
101,NYY,99,Jul 27,NYM,"L,2-3",1,2
102,NYY,100,Jul 28,KCR,"W,1-0",1,1
103,NYY,101,Jul 29,KCR,"W,11-5",3,11
104,NYY,102,Jul 30,KCR,"W,8-2",3,7
105,NYY,103,Jul 31,KCR,"L,6-8",2,6
106,NYY,Aug,Aug,Opp,Rslt,HR,RBI
107,NYY,104,Aug 1,SEA,"W,7-2",4,7
108,NYY,105,Aug 2,SEA,"L,6-8",3,6
109,NYY,106,Aug 3,SEA,"L,3-7",1,3
110,NYY,107,Aug 5,STL,"L,3-4",0,3
111,NYY,108,Aug 6,STL,"L,0-1",0,0
112,NYY,109,Aug 7,STL,"L,9-12",1,9
113,NYY,110,Aug 8,SEA,"W,9-4",2,9
114,NYY,111,Aug 9,SEA,"L,0-1",0,0
115,NYY,112,Aug 10,SEA,"L,3-4",2,3
116,NYY,113,Aug 12,BOS,"L,2-3",1,2
117,NYY,114,Aug 13,BOS,"W,3-2",1,3
118,NYY,115,Aug 14,BOS,"L,0-3",0,0
119,NYY,116,Aug 15,TBR,"L,0-4",0,0
120,NYY,117,Aug 16,TBR,"L,1-3",0,1
121,NYY,118,Aug 17,TBR,"W,8-7",3,8
122,NYY,119,Aug 18,TOR,"L,2-9",0,1
123,NYY,120,Aug 19,TOR,"L,0-4",0,0
124,NYY,121,Aug 20,TOR,"L,2-5",1,2
125,NYY,122,Aug 21,TOR,"W,4-2",1,3
126,NYY,123,Aug 22,NYM,"W,4-2",1,4
127,NYY,124,Aug 23,NYM,"W,4-2",1,4
128,NYY,125,Aug 25,OAK,"W,13-4",0,13
129,NYY,126,Aug 26,OAK,"W,3-2",1,3
130,NYY,127,Aug 27,OAK,"L,2-3",0,0
131,NYY,128,Aug 28,OAK,"L,1-4",0,1
132,NYY,129,Aug 29,LAA,"L,3-4",2,3
133,NYY,130,Aug 30,LAA,"W,7-4",3,5
134,NYY,131,Aug 31,LAA,"L,2-3",0,2
135,NYY,September/October,September/October,Opp,Rslt,HR,RBI
136,NYY,132,Sep 2,TBR,"L,0-9",0,0
137,NYY,133,Sep 3,TBR,"L,1-2",1,1
138,NYY,134,Sep 4,TBR,"W,2-1",1,2
139,NYY,135,Sep 5,MIN,"W,5-2",3,5
140,NYY,136,Sep 7 (1),MIN,"W,5-4",2,5
141,NYY,137,Sep 7 (2),MIN,"W,7-1",1,7
142,NYY,138,Sep 8,MIN,"L,3-4",1,2
143,NYY,139,Sep 9,TBR,"L,2-4",1,2
144,NYY,140,Sep 10,TBR,"W,10-3",2,9
145,NYY,141,Sep 11,TBR,"W,10-4",4,10
146,NYY,142,Sep 13,BOS,"W,7-6",3,7
147,NYY,143,Sep 14,BOS,"W,5-3",0,3
148,NYY,144,Sep 16,MIL,"L,6-7",1,5
149,NYY,145,Sep 17,MIL,"L,1-4",1,1
150,NYY,146,Sep 18,MIL,"W,12-8",5,12
151,NYY,147,Sep 20,PIT,"W,9-8",2,9
152,NYY,148,Sep 21,PIT,"W,14-2",3,14
153,NYY,149,Sep 22,BOS,"W,5-4",1,5
154,NYY,150,Sep 23,BOS,"W,5-4",1,4
155,NYY,151,Sep 24,BOS,"W,7-5",3,7
156,NYY,152,Sep 25,BOS,"W,2-0",0,1
157,NYY,153,Sep 26,TOR,"L,2-3",1,2
158,NYY,154,Sep 27,TOR,"W,5-2",0,5
159,NYY,155,Sep 28,TOR,"W,8-3",1,6
160,NYY,156,Sep 30,BAL,"L,1-2",1,1
161,NYY,157,Oct 1,BAL,"W,8-0",2,7
162,NYY,158,Oct 2,BAL,"L,1-3",0,0
163,NYY,159,Oct 3,TEX,"W,3-1",2,3
164,NYY,160,Oct 4 (1),TEX,"W,5-4",3,5
165,NYY,161,Oct 4 (2),TEX,"L,2-3",2,2
166,NYY,162,Oct 5,TEX,"L,2-4",1,2
0,OAK,1,Apr 8,PHI,"L,5-9",2,4
1,OAK,2,Apr 9,PHI,"L,2-4",0,2
2,OAK,3,Apr 10,PHI,"W,4-1",1,4
3,OAK,4,Apr 11,TBR,"W,13-2",4,12
4,OAK,5,Apr 12,TBR,"L,8-9",1,7
5,OAK,6,Apr 13,TBR,"W,4-2",1,4
6,OAK,7,Apr 14,TBR,"W,6-3",0,3
7,OAK,8,Apr 15,TOR,"L,1-4",0,1
8,OAK,9,Apr 16,TOR,"W,7-5",2,7
9,OAK,10,Apr 17,TOR,"L,3-4",1,3
10,OAK,11,Apr 18,BAL,"W,5-1",0,3
11,OAK,12,Apr 19,BAL,"W,2-1",0,2
12,OAK,13,Apr 20,BAL,"L,0-1",0,0
13,OAK,14,Apr 21,BAL,"W,6-4",2,6
14,OAK,15,Apr 22,TEX,"L,1-8",0,1
15,OAK,16,Apr 23,TEX,"L,0-2",0,0
16,OAK,17,Apr 24,TEX,"W,2-0",1,2
17,OAK,18,Apr 26,SFG,"L,2-8",0,2
18,OAK,19,Apr 27,SFG,"W,1-0",1,1
19,OAK,20,Apr 29,CLE,"L,8-9",1,8
20,OAK,21,Apr 30,CLE,"L,1-3",1,1
21,OAK,May,May,Opp,Rslt,HR,RBI
22,OAK,22,May 1,CLE,"L,3-7",0,3
23,OAK,23,May 2,TBR,"L,1-6",0,1
24,OAK,24,May 3,TBR,"L,7-10",1,7
25,OAK,25,May 4,TBR,"L,0-3",0,0
26,OAK,26,May 6,MIN,"L,1-2",0,1
