Match Number,Round Number,Date,Location,Home Team,Away Team,Result
439,34,25/09/2023 01:30,Q2 Stadium,Austin,LA,
440,35,30/09/2023 23:30,Lower.com Field,Columbus,Philadelphia,
441,35,30/09/2023 23:30,DRV PNK Stadium,Miami,New York City,
442,35,30/09/2023 23:30,Gillette Stadium,New England,Charlotte,
443,35,30/09/2023 23:30,Red Bull Arena,New York,Chicago,
444,35,30/09/2023 23:30,Exploria Stadium,Orlando,Montréal,
445,35,30/09/2023 23:30,BMO Field,Toronto,Cincinnati,
446,35,01/10/2023 00:30,Shell Energy Stadium,Houston,Dallas,
447,35,01/10/2023 00:30,Allianz Field,Minnesota,San Jose,
448,35,01/10/2023 00:30,GEODIS Park,Nashville,Seattle,
449,35,01/10/2023 00:30,CITYPARK,St. Louis,Kansas City,
450,35,01/10/2023 01:30,Dick's Sporting Goods Park,Colorado,Austin,
451,35,01/10/2023 02:30,Dignity Health Sports Park,LA,Portland,
452,35,01/10/2023 02:30,BC Place,Vancouver,D.C.,
453,35,02/10/2023 00:00,BMO Stadium,LAFC,Salt Lake,
454,36,04/10/2023 23:30,Bank of America Stadium,Charlotte,Toronto,
455,36,04/10/2023 23:30,TQL Stadium,Cincinnati,New York,
456,36,04/10/2023 23:30,Stade Saputo,Montréal,Houston,
457,36,04/10/2023 23:30,Gillette Stadium,New England,Columbus,
458,36,04/10/2023 23:30,Subaru Park,Philadelphia,Atlanta,
459,36,05/10/2023 00:30,Q2 Stadium,Austin,D.C.,
460,36,05/10/2023 00:30,Soldier Field,Chicago,Miami,
461,36,05/10/2023 00:30,Toyota Stadium,Dallas,Colorado,
462,36,05/10/2023 00:30,GEODIS Park,Nashville,Orlando,
463,36,05/10/2023 02:30,BMO Stadium,LAFC,Minnesota,
464,36,05/10/2023 02:30,Lumen Field,Seattle,LA,
465,36,05/10/2023 02:30,BC Place,Vancouver,St. Louis,
466,37,07/10/2023 23:30,Mercedes-Benz Stadium,Atlanta,Columbus,
467,37,07/10/2023 23:30,Audi Field,D.C.,New York City,
468,37,07/10/2023 23:30,DRV PNK Stadium,Miami,Cincinnati,
469,37,07/10/2023 23:30,Stade Saputo,Montréal,Portland,
470,37,07/10/2023 23:30,Red Bull Arena,New York,Toronto,
471,37,07/10/2023 23:30,Exploria Stadium,Orlando,New England,
472,37,07/10/2023 23:30,Subaru Park,Philadelphia,Nashville,
473,37,08/10/2023 00:30,Q2 Stadium,Austin,LAFC,
474,37,08/10/2023 00:30,Soldier Field,Chicago,Charlotte,
475,37,08/10/2023 00:30,Toyota Stadium,Dallas,San Jose,
476,37,08/10/2023 00:30,Shell Energy Stadium,Houston,Colorado,
477,37,08/10/2023 00:30,Allianz Field,Minnesota,LA,
478,37,08/10/2023 01:30,America First Field,Salt Lake,Kansas City,
479,37,08/10/2023 02:30,Lumen Field,Seattle,Vancouver,
480,38,21/10/2023 22:00,Bank of America Stadium,Charlotte,Miami,
481,38,21/10/2023 22:00,TQL Stadium,Cincinnati,Atlanta,
482,38,21/10/2023 22:00,Lower.com Field,Columbus,Montréal,
483,38,21/10/2023 22:00,GEODIS Park,Nashville,New York,
484,38,21/10/2023 22:00,Gillette Stadium,New England,Philadelphia,
485,38,21/10/2023 22:00,Red Bull Arena,New York City,Chicago,
486,38,21/10/2023 22:00,BMO Field,Toronto,Orlando,
487,38,22/10/2023 01:00,Dick's Sporting Goods Park,Colorado,Salt Lake,
488,38,22/10/2023 01:00,Children's Mercy Park,Kansas City,Minnesota,
489,38,22/10/2023 01:00,Dignity Health Sports Park,LA,Dallas,
490,38,22/10/2023 01:00,Providence Park,Portland,Houston,
491,38,22/10/2023 01:00,PayPal Park,San Jose,Austin,
492,38,22/10/2023 01:00,CITYPARK,St. Louis,Seattle,
493,38,22/10/2023 01:00,BC Place,Vancouver,LAFC,
